11896,206-3.6-8,BAS4501,CRO301,DS01-12,HPR50600,ON2001,SPF6015BK,VEXUS0.25B,Capacidad,Color,Color,Descripcion,Maximo,Medida,Medida,Modelo,Modelo,Modelo,Montura,Numero,Rulemanes,Tipo,Uso
11896,H76700AZ1,Montura
11896,CHAR6002,CRO301,DRAGO2402,DRAGO2702,EXC-L2009,EXC-R2009,FERO2009,HER301,LYNX2102,RXR0.25MC,RXR0.30MC,RXR0.40AF,RXR0.40MC,RXR0.50MC,RXR0.60MC,RXR0.60N,SCORPIUS1952,SERIEBK2102,SERIEBK2402,TI2252,ZONDA1007,Accion,Accion,Accion,Accion,Accion,Accion,Accion,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Color,Color,Color,Color,Color,Color,Color,Largo,Largo,Largo,Largo,Largo,Largo,Largo,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos
11896,BELL2002,BELL3002,BELL5002,BELL6002,BRAVO3905,CHAR2002,CHAR3002,CHAR4002,CHAR6002,ERNE,ICE,LIBER3304,OICH,Accion,Accion,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Largo,Largo,Material,Material,Material,Modelo,Modelo,Modelo,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Tipo,Tipo,Tipo,Tramos,Tramos
11896,3300-18,40LBS,4310-1,4310-1/0,4310-2,4310-3,60LBS,92611-1,92611-10/0,92611-2,92611-4,92611-5/0,92611-6/0,92611-7/0,CAMPA34,ESM1,ESM1/0,ESM3,ESM3/0,ESM5,RXR0.25N,RXR0.30N,RXR0.40N,RXR0.50N,RXR0.60MC,RXR0.60N,RXR0.70MC,RXR0.80MC,Color,Color,Color,Color,Color,Color,Color,Color,Descripcion,Material,Material,Material,Material,Material,Material,Material,Material,Material,Material,Material,Material,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Pack,Pack,Pack,Pack,Pack,Peso,Peso,Tipo
11896,OR10X50R,OR20X50R,TN4X30-1,Aumentos,Aumentos,Aumentos,Caracteristicas,Caracteristicas,Caracteristicas,Diametro,Diametro,Diametro
11896,7150,CARRETSLAKE6-8,CLON2102,CLON2402,CLON2702,COBRA4005,ESSE2102,ESSE2402,ESSE2702,EVO3604,EVO4004,GEL,MA4005,MA4205,OR10X50R,RAT0.35AF,RAT0.35N,RAT0.40AF,RAT0.40N,SLAKE6-8,TN4X30-1,TR2-10X25R,TR2-10X32R,TROMEN7-8,VEXUS0.30V,Accion,Accion,Accion,Accion,Accion,Accion,Accion,Accion,Accion,Accion,Accion,Arbor,Aumentos,Aumentos,Aumentos,Aumentos,Caracteristicas,Caracteristicas,Caracteristicas,Caracteristicas,Color,Color,Color,Color,Color,Diametro,Diametro,Diametro,Diametro,Largo,Largo,Largo,Largo,Largo,Largo,Largo,Largo,Largo,Largo,Largo,Linea,Linea,Medida,Medida,Medida,Medida,Medida,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Numero,Peso,Rulemanes,Secciones,Tipo,Tipo,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos,Tramos
11896,4310-1,4310-2,4310-6,92611-10,92611-7,92611-8,92611-9,AVEN-R4004,AYRON4003,BELL4002,CHAR4002,CHAR5002,CRO301,DERBY190,HO4X20,HO999,MOTIONR4001,RAT0.40N,SERIEBK1952,SPICE2102,SPICE2402,Accion,Accion,Accion,Accion,Aumentos,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Capacidad,Color,Diametro,Largo,Largo,Largo,Largo,Material,Material,Material,Material,Material,Material,Material,Medida,Modelo,Modelo,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Poste,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Rulemanes,Tipo,Tramos,Tramos,Tramos,Tramos
11896,4310-1,4310-1/0,4310-2,4310-3,4310-3/0,4310-5/0,92611-1,92611-1/0,92611-3/0,92611-5,92611-5/0,BAS4507,HB113,HB119,Capacidad/PSI,Capacidad/PSI,Descripcion,Material,Material,Material,Material,Material,Material,Material,Material,Material,Material,Material,Modelo,Modelo,Modelo,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Orden,Tipo,Tipo,Tipo
11896,206-6.0-12,206-7.0-12,206-8.0-16,206-9.0-20,208-6.0-12,208-7.0-16,208-8.0-20,208-9.0-20,326057,350694F,92611-4,92611-5,92611-5/0,92611-6,92611-6/0,92611-7/0,ARMADO60,ESM1,ESM3,ESM5,ESM7,FRC01,FRC05,FRD05,FRD07,K-N0697115,K-N0697116,K-N0697121,KWF4F,KWF5F,KWF5F/S,LN103B,LN117B,LN129B,PH14,PRS6BC,PRS7BC,PRTS26,PRTS28,VEXUS0.25OF,VEXUS0.30V,VEXUS0.35OF,Anzuelo,Anzuelo,Anzuelo,Anzuelo,Color,Color,Color,Descripcion 1,Descripcion 1,Descripcion 1,Grosor,Largo,Largo,Largo,Largo,Largo,Largo,Material,Material,Material,Material,Material,Material,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Medida,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Modelo,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Numero,Orden,Orden,Orden,Orden,Orden,Orden,Pack,Pack,Pack,Pack,Peso,Peso,Peso,Peso,Tipo,Tipo,Tipo,Tipo,Tipo,Tipo,Tipo,Tipo,Tipo
