cliente,monto_por_categoria
69347,OPTI_mucho
69799,OPTI_medio
70379,CAMP_poco
70379,PESP_poco
70556,CAMP_medio
70556,CUCH_poco
70556,OPTI_mucho
70556,PESC_mucho
70556,PESP_medio
70556,TIRO_medio
70603,CAMP_medio
70603,CUCH_poco
70603,INDU_poco
70603,OPTI_medio
70603,PESC_poco
70603,PESP_medio
70603,PESR_poco
70603,OPTI_poco
70821,CAMP_medio
71018,CAMP_mucho
71018,INDP_mucho
71018,OPTI_medio
71018,PESC_mucho
71018,PESP_mucho
71018,PESR_mucho
71146,CAMP_mucho
71292,CAMP_mucho
71321,CAMP_poco
71321,CUCH_poco
71321,INDP_poco
71321,INDU_poco
71321,PESP_mucho
71368,CAMP_poco
71368,PESC_medio
71368,PESP_mucho
71412,CAMP_medio
71490,CAMP_medio
71490,PESP_poco
71491,CAMP_medio
71594,PESP_mucho
71594,PESC_mucho
71594,PESP_mucho
71594,PESR_mucho
71598,CAMP_mucho
71598,INDP_mucho
71598,PESP_medio
71752,CAMP_mucho
71752,PESC_poco
71752,PESR_medio
71752,OPTI_poco
71752,PESC_poco
71752,PESR_medio
71772,PESC_mucho
71772,PESR_medio
71773,PESC_mucho
71773,PESP_medio
71773,PESR_medio
67944,CAMP_mucho
67944,OPTI_poco
70359,PESP_mucho
70379,PESP_mucho
70494,CAMP_medio
70494,CUCH_poco
70494,INDU_medio
70494,PESP_poco
71118,CAMP_poco
71118,INDU_medio
71118,OPTI_medio
71118,PESP_mucho
71222,CAMP_mucho
71222,OPTI_poco
71222,OPTI_poco
71331,CAMP_mucho
71581,INDU_poco
71594,PESR_poco
67314,PESP_mucho
67314,PESR_medio
67743,INDU_poco
67944,CAMP_medio
68131,CAMP_medio
68131,PESC_poco
68131,PESR_medio
68465,CAMP_medio
68465,INDU_poco
68465,PESC_medio
68465,PESP_medio
68907,CAMP_mucho
68907,INDU_mucho
69273,CAMP_mucho
69882,CAMP_medio
69966,CAMP_poco
69966,INDP_medio
70379,PESC_mucho
70379,PESR_mucho
70494,TIRO_poco
70530,CAMP_mucho
70530,INDU_medio
70530,PESC_mucho
70530,PESP_medio
70530,PESR_mucho
71006,CAMP_mucho
71006,CUCH_poco
71006,INDP_medio
71006,OPTI_mucho
71006,PESP_poco
71006,TIRO_medio
71390,INDU_poco
71390,PESP_medio
71431,OPTI_medio
71434,INDU_medio
71538,CAMP_mucho
71538,CAMP_poco
71538,INDU_poco
71560,CAMP_mucho
71560,OPTI_poco
71641,CAMP_mucho
71641,INDU_poco
71641,PESC_medio
71641,PESP_poco
71641,PESR_medio
71752,CAMP_mucho
71752,CAMP_mucho
71752,PESC_poco
71752,PESR_poco
71764,PESC_poco
71764,PESP_poco
71764,PESR_poco
68561,CUCH_medio
67330,INST_poco
67330,OPTI_medio
67330,TIRO_medio
67379,INDU_poco
67379,PESC_medio
67379,PESP_poco
67379,PESR_poco
67379,PESP_medio
67503,INDP_poco
67503,PESR_poco
67573,CAMP_mucho
67573,PESC_mucho
67573,PESP_medio
67573,PESR_poco
67928,CAMP_mucho
67965,CAMP_medio
68347,CAMP_poco
68347,OPTI_mucho
69080,PESP_mucho
69273,CAMP_medio
70036,CAMP_medio
70036,INDP_medio
70036,OPTI_poco
70359,INDP_medio
70379,CAMP_medio
70379,OPTI_mucho
70379,PESC_medio
70379,PESP_poco
70379,PESR_poco
70833,CAMP_medio
70965,CUCH_medio
70965,INDU_mucho
70996,PESP_mucho
71118,INDP_medio
71378,CAMP_mucho
71436,PESC_mucho
71436,PESR_medio
71483,CAMP_mucho
71534,CUCH_poco
71534,INDP_poco
71534,INDU_poco
71534,PESC_medio
71534,PESP_medio
71534,PESR_poco
71599,CAMP_medio
71599,INDU_poco
71599,PESP_medio
71599,TIRO_poco
71641,CUCH_poco
71641,PESC_poco
71641,PESP_poco
71641,PESR_poco
71662,OPTI_medio
71662,PESP_mucho
71662,PESR_mucho
71662,TIRO_mucho
71712,OPTI_medio
71712,PESR_poco
71752,CAMP_mucho
71752,OPTI_medio
71752,PESP_medio
71752,PESR_poco
67261,CAMP_mucho
67801,CAMP_mucho
67801,INDU_mucho
68727,CAMP_poco
69273,CAMP_poco
70192,CAMP_medio
70192,INDU_poco
70192,PESC_poco
70192,PESP_poco
70192,PESR_mucho
70283,PESC_mucho
70283,PESR_mucho
70312,PESP_mucho
70530,CUCH_mucho
70530,PESP_poco
70780,PESC_poco
70780,PESP_medio
70780,PESR_poco
70821,CAMP_poco
70908,CAMP_mucho
70908,CUCH_medio
70908,OPTI_medio
70908,PESP_medio
71417,CAMP_mucho
71641,CAMP_medio
71641,PESC_poco
71641,PESR_poco
71697,CAMP_mucho
71697,CUCH_medio
71697,INDP_mucho
71697,INDU_poco
71697,OPTI_medio
71697,PESC_mucho
71697,PESP_mucho
71697,PESR_medio
71697,TIRO_mucho
71728,CAMP_mucho
71732,CAMP_mucho
71732,OPTI_poco
71732,TIRO_poco
71772,PESR_medio
71787,INDU_poco
71787,TIRO_medio
67261,CAMP_mucho
67261,INDU_poco
67261,PESC_poco
67261,TIRO_poco
67261,INDU_poco
67344,CAMP_medio
67965,CAMP_medio
67965,PESP_medio
67965,TIRO_poco
68727,CAMP_mucho
69125,INDU_medio
69618,CAMP_medio
69618,PESC_medio
69618,PESP_poco
69618,PESR_mucho
70908,CUCH_poco
71401,PESC_medio
71401,PESP_medio
71401,PESR_poco
71728,CAMP_mucho
71728,PESP_poco
71728,TIRO_medio
67379,INDU_poco
67379,PESC_poco
67379,PESP_medio
67379,PESR_poco
67408,CAMP_poco
67408,PESC_medio
67408,PESP_poco
67408,PESR_medio
67487,CAMP_mucho
67487,PESP_poco
68727,CAMP_medio
69273,CAMP_medio
69664,CAMP_mucho
69664,INDU_poco
69664,PESP_poco
70359,CAMP_mucho
70359,CAMP_mucho
70359,OPTI_medio
70359,PESP_mucho
70359,PESR_mucho
70359,PESP_poco
70839,CAMP_mucho
71049,CAMP_mucho
71167,PESP_mucho
71167,TIRO_medio
71296,OPTI_medio
71543,CAMP_poco
71543,PESP_medio
71543,PESR_poco
71570,CAMP_poco
71641,INDP_poco
71641,PESC_medio
71641,PESP_poco
71641,PESR_poco
71728,CAMP_mucho
71728,OPTI_medio
71728,PESC_medio
71728,PESR_medio
71747,CAMP_medio
71747,OPTI_poco
71771,OPTI_mucho
71697,CAMP_mucho
71697,CUCH_medio
71697,INDP_mucho
71697,INDU_poco
71697,OPTI_medio
71697,PESC_mucho
71697,PESP_mucho
71697,PESR_medio
71697,TIRO_mucho
68657,CAMP_poco
68657,OPTI_medio
69125,PESP_medio
69148,OPTI_poco
69871,CAMP_mucho
69871,INDP_poco
70941,CAMP_mucho
70941,INDU_medio
70941,PESP_mucho
71099,CAMP_poco
71099,PESR_medio
71118,INDP_mucho
71331,CAMP_mucho
71538,OPTI_poco
71748,OPTI_medio
71752,CAMP_medio
71752,PESC_medio
71752,PESR_medio
71787,CAMP_mucho
71787,CUCH_poco
71787,INDP_poco
71787,PESC_mucho
71787,PESP_mucho
71787,PESR_mucho
71787,TIRO_mucho
67236,INST_poco
67379,PESC_medio
67379,PESP_poco
67379,PESR_poco
67401,PESC_mucho
67401,PESP_mucho
68778,PESP_medio
68778,PESR_poco
69868,CAMP_mucho
69868,CAMP_medio
69868,INDU_medio
69868,OPTI_medio
69868,PESP_medio
69868,PESR_medio
70344,CAMP_mucho
70344,OPTI_medio
70408,CAMP_mucho
70626,CAMP_medio
70626,OPTI_poco
70626,PESC_medio
70626,PESP_medio
70626,PESR_medio
70819,CAMP_poco
70899,CAMP_mucho
70965,INDU_mucho
70965,OPTI_mucho
70965,PESP_mucho
71033,CAMP_mucho
71331,CAMP_mucho
71641,PESC_poco
71641,PESP_medio
71641,PESR_poco
71641,CAMP_medio
71641,PESC_medio
71641,PESP_poco
71641,PESR_medio
67126,CAMP_medio
67126,INDU_medio
67126,OPTI_medio
67743,CAMP_medio
67743,OPTI_poco
69310,CUCH_poco
69310,INDU_poco
