cliente,categoria,monto_total
071710,PESC,954
071710,PESR,855
071712,OPTI,3351
071712,PESR,675
071714,PESC,15261
071714,PESR,4498
071715,CAMP,20391
071715,CUCH,5334
071715,INDP,4704
071715,OPTI,11000
071715,PESC,16542
071715,PESP,15364
071715,PESR,5215
071715,TIRO,348
071719,PESC,4619
071719,PESP,1548
071719,PESR,4086
071721,OPTI,1303
071727,CAMP,60797
071727,INDU,4812
071727,PESC,16598
071727,PESP,17020
071727,PESR,8444
071728,CAMP,423957
071728,CUCH,1534
071728,INDP,34022
071728,INDU,5052
071728,OPTI,109026
071728,PESC,71050
071728,PESP,53642
071728,PESR,33013
071728,TIRO,7867
071730,PESC,2502
071730,PESP,9932
071730,PESR,3518
071732,CAMP,60102
071732,INDP,3528
071732,INDU,49495
071732,OPTI,7788
071732,PESC,1255
071732,TIRO,888
071733,CAMP,54021
071733,INDP,5280
071733,PESC,1830
071733,PESP,396
071733,PESR,1431
071734,CAMP,5808
071734,INDU,7978
071734,OPTI,2001
071734,PESC,31404
071734,PESP,2910
071734,PESR,15992
071734,TIRO,412
071742,OPTI,12888
071747,CAMP,11183
071747,INDP,576
071747,OPTI,3760
071747,PESC,8384
071747,PESP,432
071747,PESR,4787
071747,TIRO,4748
071748,OPTI,32956
071752,CAMP,327822
071752,CUCH,504
071752,INDP,74801
071752,INDU,2210
071752,OPTI,48413
071752,PESC,271303
071752,PESP,37666
071752,PESR,167433
071752,TIRO,25052
071754,INDU,376
071754,OPTI,20429
071754,PESC,1774
071754,PESR,2317
071763,INDP,3840
071763,PESC,256494
071763,PESP,25348
071763,PESR,874
071764,CAMP,819
071764,PESC,3864
071764,PESP,5391
071764,PESR,3561
071768,OPTI,1208
071769,CAMP,17826
071769,INDU,5409
071771,OPTI,120535
071772,CAMP,5676
071772,INDP,4203
071772,PESC,32250
071772,PESP,213
071772,PESR,31857
071772,TIRO,4440
071773,PESC,10750
071773,PESP,4704
071773,PESR,5880
071775,CAMP,15123
071775,OPTI,10550
071775,PESC,2169
071775,PESP,776
071775,TIRO,4782
071776,CAMP,2343
071776,CUCH,810
071776,PESP,1746
071776,PESR,4354
071777,CAMP,24830
071780,INDP,101597
071780,PESP,5593
071780,PESR,4417
071783,CAMP,10695
071784,CAMP,2474
071784,INDP,960
071784,PESP,11758
071786,PESP,4196
071787,CAMP,140827
071787,CUCH,5685
071787,INDP,15924
071787,INDU,12172
071787,OPTI,8570
071787,PESC,104948
071787,PESP,67243
071787,PESR,78192
071787,TIRO,19650
071788,CAMP,57783
071788,CUCH,1032
071788,INDP,23237
071788,PESC,4789
071788,PESP,37174
071788,PESR,14885
071788,TIRO,444
071789,CAMP,6239
071789,PESC,12031
071789,PESP,6400
071789,PESR,10224
071790,CAMP,13236
071791,CAMP,1858
071791,PESC,17930
071791,PESP,5724
071791,PESR,15310
071792,CAMP,10873
071792,OPTI,22722
071794,CAMP,450
071794,INDP,2360
071794,INDU,6122
071794,OPTI,1716
071794,PESC,20631
071794,PESP,2146
071794,PESR,8952
071796,CAMP,27103
071797,CAMP,19587
071797,INDP,988
071797,INDU,1044
071797,INST,471
071797,OPTI,8002
071797,PESC,7134
071797,PESP,17074
071797,PESR,8295
071797,TIRO,2354
071798,PESC,12142
071798,PESP,12934
071798,PESR,10739
071800,CAMP,202
071800,INDU,1260
071800,PESC,9920
071800,PESP,3864
071800,PESR,4587
071801,CAMP,1128
071801,PESC,5089
071801,PESP,1379
071801,PESR,2052
071803,CAMP,4412
071803,OPTI,6799
071804,CAMP,2563
071804,INDU,1778
071804,PESP,7012
071804,TIRO,348
071805,OPTI,26639
