cli_id;cat_desc;sit_iva_id;cli_prv;vta;tran;CAMPNG;PESCA.1;OPTICA.1;PESCA.CA.AS;PESCA.REELS.1;INDU;INDU.Y.PESCA;TIRO.Y.DEF;CUCHILL;INSTRU;venta:freq
69800;CUCHILLERÍA;A;Mendoza;VTA_MEDIO;TRAN_BAJO;;PESP_poco;;PESC_medio;;;INDP_mucho;;CUCH_poco;;MB
69824;CAMPING;E;Tierra del Fuego;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;;OPTI_poco;;;;;;;;MA
69829;CAMPING;A;Río Negro;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_medio;;PESC_mucho;PESR_medio;;;;;;MA
69868;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_medio;PESC_medio;PESR_medio;INDU_medio;INDP_medio;;;;AA
69871;PESCA CAÑAS;A;Santa Fe;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_poco;OPTI_mucho;PESC_mucho;PESR_medio;;INDP_medio;TIRO_poco;;;AA
69876;INDUMENTARIA;A;Entre Ríos;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;;;INDU_mucho;INDP_medio;TIRO_medio;;;AA
69882;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_medio;PESC_mucho;PESR_medio;;INDP_poco;TIRO_medio;CUCH_poco;;AA
69966;CAMPING;A;Chubut;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_medio;PESR_medio;;INDP_medio;;;;MA
69989;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_medio;PESP_poco;;PESC_poco;;;;;CUCH_poco;;BB
70036;PESCA CAÑAS;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;;INDP_medio;TIRO_poco;CUCH_poco;;AA
70064;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_poco;;OPTI_mucho;;;;;;;;BB
70088;CAMPING;A;Santa Cruz;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_poco;PESC_medio;PESR_medio;INDU_mucho;;TIRO_medio;;;AA
70161;CAMPING;B;Tucumán;VTA_MEDIO;TRAN_BAJO;CAMP_poco;PESP_medio;;PESC_medio;PESR_medio;;INDP_poco;;;;MB
70178;PESCA;A;Río Negro;VTA_MEDIO;TRAN_ALTO;CAMP_poco;PESP_mucho;;PESC_medio;PESR_medio;INDU_poco;;;;;MA
70192;CAMPING;A;Entre Ríos;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_medio;PESC_mucho;PESR_mucho;INDU_mucho;INDP_poco;TIRO_medio;CUCH_poco;;AA
70278;CAMPING;A;La Pampa;VTA_BAJO;TRAN_BAJO;CAMP_poco;;OPTI_mucho;;;;;;;;BB
70279;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;OPTI_medio;PESC_medio;PESR_medio;INDU_poco;INDP_mucho;TIRO_mucho;;;AA
70283;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_poco;PESC_mucho;PESR_mucho;INDU_medio;INDP_mucho;;;;AA
70294;CAMPING;A;Chaco;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_medio;PESR_poco;;;TIRO_medio;CUCH_poco;;MA
70312;PESCA;A;Neuquén;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;;;;;TIRO_poco;;;AA
70344;CAMPING;A;Entre Ríos;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_poco;OPTI_medio;PESC_medio;PESR_poco;;;;;;MA
70348;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_mucho;PESR_mucho;;;TIRO_medio;;;AA
70359;CAMPING;A;Río Negro;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_medio;INDP_mucho;TIRO_medio;CUCH_medio;;AA
70361;CAMPING;A;Chubut;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_medio;;;CUCH_medio;;AA
70372;CUCHILLERÍA;B;Santa Fe;VTA_MEDIO;TRAN_ALTO;CAMP_poco;;OPTI_mucho;;;;;;CUCH_poco;;MA
70379;PESCA;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;;;TIRO_poco;;;AA
70408;CAMPING;A;Salta;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;;;TIRO_medio;;;AA
70427;CAMPING;B;Tucumán;VTA_BAJO;TRAN_ALTO;CAMP_poco;PESP_medio;;PESC_medio;PESR_medio;;;TIRO_poco;CUCH_poco;;BA
70442;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_medio;;PESR_poco;;INDP_mucho;TIRO_mucho;;;AA
70448;CAMPING;B;Mendoza;VTA_BAJO;TRAN_ALTO;CAMP_poco;PESP_poco;;PESC_poco;PESR_poco;INDU_poco;;;CUCH_poco;;BA
70471;CAMPING;A;San Luis;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_medio;;;;INDU_poco;;;;;MA
70476;CUCHILLERÍA;A;Capital Federal;VTA_MEDIO;TRAN_ALTO;CAMP_poco;PESP_mucho;;;PESR_poco;;;TIRO_poco;CUCH_medio;;MA
70483;CAMPING;A;Santa Fe;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;OPTI_medio;;;INDU_poco;;;;;AA
70494;CAMPING;A;Córdoba;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_mucho;PESR_medio;INDU_medio;INDP_poco;TIRO_poco;CUCH_poco;;AA
70495;PESCA;A;Córdoba;VTA_BAJO;TRAN_BAJO;;PESP_poco;;;;;;;;;BB
70530;PESCA;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_medio;INDP_medio;TIRO_mucho;CUCH_mucho;;AA
70545;CUCHILLERÍA;A;Tucumán;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_medio;PESC_mucho;PESR_mucho;INDU_poco;INDP_medio;;CUCH_medio;;AA
70556;PESCA;A;Chubut;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;;INDP_mucho;TIRO_medio;CUCH_poco;;AA
70561;PESCA;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;;PESP_poco;;;;;;;;;BB
70579;OPTICA;A;Jujuy;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_mucho;PESC_mucho;PESR_medio;INDU_medio;INDP_mucho;TIRO_medio;CUCH_poco;;AA
70590;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_medio;INDP_mucho;TIRO_poco;CUCH_poco;;AA
70593;INDUMENTARIA PESCA;A;Santa Cruz;VTA_ALTO;TRAN_ALTO;CAMP_medio;PESP_mucho;OPTI_medio;PESC_mucho;PESR_mucho;;INDP_medio;TIRO_medio;CUCH_poco;;AA
70603;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_medio;PESC_mucho;PESR_medio;INDU_poco;INDP_poco;;CUCH_poco;;AA
70604;PESCA CAÑAS;A;Santa Fe;VTA_MEDIO;TRAN_ALTO;CAMP_poco;PESP_poco;;PESC_mucho;PESR_mucho;;;TIRO_poco;;;MA
70616;CAMPING;A;Santa Fe;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_medio;;;;;INDP_medio;;;;MA
70626;CAMPING;A;Santa Cruz;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_medio;OPTI_medio;PESC_medio;PESR_medio;;INDP_medio;;;;MA
70676;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_poco;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_medio;INDP_medio;TIRO_poco;;INST_poco;AA
70698;CAMPING;A;Santa Fe;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_medio;PESR_medio;;;;;;MA
70755;PESCA CAÑAS;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;;;;PESC_medio;;;;;;;BB
70780;PESCA CAÑAS;A;Córdoba;VTA_ALTO;TRAN_ALTO;CAMP_medio;PESP_mucho;OPTI_poco;PESC_mucho;PESR_medio;INDU_medio;INDP_mucho;;;;AA
70819;CAMPING;A;La Pampa;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_medio;PESR_medio;;INDP_mucho;TIRO_poco;;INST_poco;AA
70821;CAMPING;A;Buenos Aires;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_medio;;;PESR_poco;INDU_poco;;;;;MA
70830;CAMPING;A;Capital Federal;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_medio;;;;INDU_medio;;TIRO_poco;CUCH_poco;;MA
70833;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_poco;INDU_medio;;;CUCH_poco;;AA
70838;CAMPING;A;La Rioja;VTA_ALTO;TRAN_ALTO;CAMP_medio;PESP_mucho;;PESC_mucho;PESR_mucho;;;TIRO_poco;;;AA
70839;CAMPING;A;Santa Fe;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_poco;PESC_mucho;PESR_mucho;INDU_medio;INDP_medio;TIRO_poco;;;AA
70861;OPTICA;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;;;OPTI_medio;;;;;;;;BA
70863;INDUMENTARIA;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;CAMP_poco;;;;;INDU_medio;;;;;BA
70870;CAMPING;A;Mendoza;VTA_BAJO;TRAN_BAJO;CAMP_poco;;;;;;;;;;BB
70899;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_poco;PESC_mucho;PESR_mucho;INDU_medio;;;CUCH_poco;;AA
70901;INDUMENTARIA PESCA;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;;PESP_poco;;PESC_medio;PESR_medio;;INDP_poco;;;;BB
70908;CAMPING;A;San Luis;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_poco;;;INDU_poco;INDP_poco;TIRO_poco;CUCH_medio;INST_poco;AA
70920;PESCA CAÑAS;A;Buenos Aires;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_poco;;PESC_mucho;PESR_medio;;;;;;MA
70929;OPTICA;A;Capital Federal;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
70941;PESCA;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_mucho;PESR_medio;INDU_medio;INDP_mucho;TIRO_medio;;;AA
70965;CUCHILLERÍA;A;Neuquén;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_mucho;INDP_mucho;TIRO_medio;CUCH_mucho;;AA
70968;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_poco;PESP_poco;;PESC_medio;PESR_medio;;INDP_poco;;;;BB
70996;PESCA;A;Tucumán;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_mucho;;;;;;;;;MA
71006;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_mucho;INDP_mucho;TIRO_medio;CUCH_poco;;AA
71007;OPTICA;A;Chubut;VTA_BAJO;TRAN_BAJO;;;OPTI_mucho;;;;;;;;BB
71018;CAMPING;A;Santa Cruz;VTA_ALTO;TRAN_ALTO;CAMP_medio;PESP_mucho;OPTI_poco;PESC_mucho;PESR_mucho;;INDP_mucho;;;;AA
71020;INDUMENTARIA PESCA;A;Salta;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;;;PESR_medio;INDU_mucho;INDP_medio;;;;AA
71023;CAMPING;A;Chubut;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_poco;;PESC_medio;;;;;;;AA
71025;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;OPTI_poco;;;INDU_medio;INDP_medio;;CUCH_poco;;AA
71033;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_poco;;PESC_mucho;PESR_mucho;;INDP_medio;;;;AA
71044;CAMPING;A;Buenos Aires;VTA_MEDIO;TRAN_BAJO;CAMP_mucho;;;;;;;;;;MB
71049;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_medio;PESC_medio;PESR_mucho;INDU_poco;INDP_medio;TIRO_poco;CUCH_poco;;AA
71080;CAMPING;A;Neuquén;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_poco;PESC_medio;PESR_poco;;INDP_medio;;;;AA
71099;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_medio;PESC_poco;PESR_mucho;INDU_medio;;;;;AA
71106;CAMPING;A;Jujuy;VTA_MEDIO;TRAN_BAJO;CAMP_medio;PESP_mucho;;;;;INDP_poco;;;;MB
71118;CAMPING;A;Chubut;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_medio;PESC_medio;PESR_mucho;INDU_mucho;INDP_mucho;TIRO_mucho;CUCH_poco;;AA
71134;CAMPING;A;Buenos Aires;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_poco;PESC_poco;;;INDP_medio;TIRO_poco;;;MA
71137;CAMPING;B;Entre Ríos;VTA_BAJO;TRAN_BAJO;CAMP_poco;PESP_medio;;PESC_poco;PESR_poco;INDU_poco;;;;;BB
71146;CAMPING;A;Capital Federal;VTA_MEDIO;TRAN_BAJO;CAMP_mucho;;;;;;;;;;MB
71164;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;CAMP_poco;;OPTI_mucho;;;;;;;;BA
71167;CAMPING;A;Córdoba;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_mucho;PESC_mucho;PESR_mucho;INDU_poco;;TIRO_medio;;;AA
71179;CAMPING;A;Capital Federal;VTA_BAJO;TRAN_BAJO;CAMP_poco;;OPTI_medio;;;;;;;;BB
71186;INDUMENTARIA PESCA;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;;PESP_poco;;PESC_mucho;PESR_mucho;;INDP_medio;;;;AA
71193;CAMPING;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_poco;PESP_poco;;;;INDU_poco;;;;;BB
71194;CAMPING;A;Río Negro;VTA_MEDIO;TRAN_BAJO;CAMP_poco;PESP_mucho;;PESC_medio;;;;;;;MB
71199;OPTICA;B;Santa Fe;VTA_BAJO;TRAN_BAJO;;PESP_medio;OPTI_medio;PESC_medio;PESR_poco;;;;;;BB
71201;CAMPING;A;Buenos Aires;VTA_MEDIO;TRAN_BAJO;;;OPTI_mucho;;;;;;;;MB
71206;CAMPING;A;Mendoza;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_mucho;PESR_medio;INDU_mucho;INDP_poco;TIRO_poco;CUCH_medio;;AA
71210;PESCA CAÑAS;B;Buenos Aires;VTA_MEDIO;TRAN_BAJO;;PESP_medio;;PESC_medio;;;;;;;MB
71213;CAMPING;A;Santa Fe;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;;;;;;;;;AA
71214;CAMPING;A;Entre Ríos;VTA_BAJO;TRAN_BAJO;CAMP_medio;PESP_poco;;;;;;;;;BB
71222;OPTICA;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;OPTI_mucho;;;;;;;;AA
71226;INDUMENTARIA PESCA;A;Capital Federal;VTA_ALTO;TRAN_ALTO;;PESP_poco;;;;;INDP_mucho;;;;AA
71235;CAMPING;A;Chaco;VTA_BAJO;TRAN_BAJO;CAMP_poco;;OPTI_poco;;;;;;;;BB
71236;OPTICA;A;La Rioja;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
71238;CAMPING;A;Córdoba;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;;OPTI_poco;;;INDU_poco;;TIRO_poco;;;MA
71241;PESCA CAÑAS;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;;;;PESC_mucho;PESR_medio;;;;;;BB
71242;PESCA;A;Santa Fe;VTA_BAJO;TRAN_BAJO;;PESP_poco;;;PESR_poco;;;;;;BB
71247;CAMPING;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_medio;PESP_poco;;PESC_poco;PESR_poco;;;;;;BB
71257;OPTICA;A;Córdoba;VTA_MEDIO;TRAN_BAJO;;;OPTI_mucho;;;;;;;;MB
71258;INDUMENTARIA PESCA;A;Córdoba;VTA_MEDIO;TRAN_BAJO;;PESP_medio;OPTI_poco;PESC_mucho;PESR_medio;;INDP_poco;TIRO_medio;;;MB
71261;INDUMENTARIA PESCA;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;;;;;;;INDP_medio;;;;BB
71270;PESCA;A;Neuquén;VTA_MEDIO;TRAN_ALTO;CAMP_poco;PESP_mucho;;;PESR_medio;;INDP_mucho;TIRO_poco;;;MA
71278;OPTICA;A;Capital Federal;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
71279;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;;PESC_mucho;PESR_mucho;INDU_medio;;;;;AA
71282;CAMPING;A;Capital Federal;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;;;;;INDU_medio;INDP_medio;;;;MA
71286;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;CAMP_medio;;;;;;;;;;BA
71290;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_poco;PESC_mucho;PESR_mucho;INDU_medio;INDP_mucho;TIRO_poco;;;AA
71291;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;OPTI_mucho;;;;;TIRO_poco;CUCH_poco;;AA
71292;CAMPING;A;Capital Federal;VTA_MEDIO;TRAN_BAJO;CAMP_mucho;;;;;;;;;;MB
71296;OPTICA;A;Capital Federal;VTA_MEDIO;TRAN_ALTO;;;OPTI_mucho;;;;;;;;MA
71297;PESCA;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;;PESP_medio;;;;;;;;;BB
71300;PESCA CAÑAS;A;Tucumán;VTA_MEDIO;TRAN_ALTO;;PESP_medio;;PESC_medio;PESR_medio;;;;;;MA
71304;PESCA CAÑAS;B;Capital Federal;VTA_BAJO;TRAN_BAJO;;;;PESC_poco;PESR_poco;;;;;;BB
71316;INDUMENTARIA;B;Córdoba;VTA_BAJO;TRAN_BAJO;;PESP_medio;;PESC_medio;PESR_poco;INDU_poco;;;;;BB
71321;CAMPING;A;Mendoza;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_poco;PESC_mucho;PESR_medio;INDU_poco;INDP_mucho;;CUCH_poco;;AA
71322;CAMPING;B;Capital Federal;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_mucho;;PESC_medio;PESR_poco;INDU_poco;;;;;MA
71323;PESCA;A;Capital Federal;VTA_MEDIO;TRAN_BAJO;;PESP_mucho;;;;;;;;;MB
71328;PESCA;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;;PESP_poco;;;;;;;;;BB
71329;CAMPING;B;Río Negro;VTA_MEDIO;TRAN_BAJO;CAMP_medio;PESP_mucho;;PESC_mucho;PESR_medio;;;;;;MB
71331;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;OPTI_medio;;;INDU_mucho;INDP_poco;TIRO_mucho;CUCH_poco;INST_medio;AA
71333;OPTICA;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
71351;CAMPING;A;Neuquén;VTA_BAJO;TRAN_BAJO;CAMP_poco;;OPTI_poco;;;;;TIRO_poco;;;BB
71355;OPTICA;B;Córdoba;VTA_MEDIO;TRAN_ALTO;;PESP_medio;OPTI_mucho;;;;;;;;MA
71368;CAMPING;B;Chubut;VTA_ALTO;TRAN_ALTO;CAMP_medio;PESP_mucho;;PESC_mucho;PESR_medio;;;;;;AA
71369;INDUMENTARIA PESCA;A;Santa Fe;VTA_MEDIO;TRAN_ALTO;;PESP_mucho;;PESC_medio;;INDU_poco;INDP_medio;;;;MA
71372;CAMPING;B;Entre Ríos;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_medio;OPTI_poco;;PESR_medio;;INDP_poco;TIRO_medio;CUCH_poco;;MA
71373;CAMPING;A;Capital Federal;VTA_BAJO;TRAN_ALTO;CAMP_mucho;;;;;;;;;;BA
71374;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_poco;PESP_poco;OPTI_medio;;;;INDP_poco;TIRO_poco;CUCH_poco;;BB
71378;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;;;;INDU_medio;INDP_poco;TIRO_poco;;;AA
71383;CAMPING;B;Buenos Aires;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_medio;;PESC_medio;PESR_medio;;;TIRO_poco;;;MA
71389;PESCA CAÑAS;A;Córdoba;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_medio;OPTI_poco;PESC_medio;PESR_medio;;;TIRO_medio;;;MA
71390;INDUMENTARIA;A;Córdoba;VTA_MEDIO;TRAN_ALTO;;PESP_medio;OPTI_medio;PESC_mucho;;INDU_medio;;TIRO_medio;;;MA
71398;PESCA CAÑAS;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;;PESP_medio;;PESC_poco;PESR_medio;;;;;;BA
71401;CAMPING;B;Chubut;VTA_ALTO;TRAN_ALTO;CAMP_poco;PESP_mucho;;PESC_mucho;PESR_mucho;;;TIRO_poco;;;AA
71409;CAMPING;B;Santa Fe;VTA_MEDIO;TRAN_ALTO;CAMP_medio;PESP_poco;OPTI_mucho;;;;;;;INST_poco;MA
71412;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_medio;;;;;;;;;;BB
71417;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_poco;OPTI_poco;PESC_medio;PESR_medio;;;;;;AA
71420;CAMPING;B;Santa Fe;VTA_BAJO;TRAN_BAJO;CAMP_poco;PESP_poco;;PESC_poco;PESR_poco;INDU_poco;;;;INST_poco;BB
71425;OPTICA;B;Entre Ríos;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_mucho;OPTI_medio;;;;;TIRO_poco;;;MA
71428;CAMPING;A;Catamarca;VTA_MEDIO;TRAN_BAJO;CAMP_poco;;OPTI_mucho;;;;;;;;MB
71430;CAMPING;B;Buenos Aires;VTA_BAJO;TRAN_ALTO;CAMP_medio;;OPTI_poco;;;;;;;;BA
71431;OPTICA;A;Formosa;VTA_BAJO;TRAN_ALTO;;;OPTI_medio;;;;;;;;BA
71434;INDUMENTARIA;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_mucho;PESR_mucho;INDU_mucho;INDP_mucho;TIRO_medio;;;AA
71436;PESCA CAÑAS;A;Santiago del Estero;VTA_ALTO;TRAN_ALTO;CAMP_mucho;;;PESC_mucho;PESR_medio;;INDP_mucho;TIRO_medio;;;AA
71442;OPTICA;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
71444;CAMPING;A;Catamarca;VTA_BAJO;TRAN_BAJO;CAMP_poco;;;;;;INDP_medio;;;;BB
71450;OPTICA;A;Santa Fe;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
71454;CAMPING;A;Salta;VTA_BAJO;TRAN_BAJO;CAMP_poco;;;;;;;;;;BB
71468;CAMPING;B;Córdoba;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;;;PESC_poco;PESR_poco;;INDP_medio;;;;MA
71473;CAMPING;B;Neuquén;VTA_MEDIO;TRAN_BAJO;CAMP_medio;PESP_medio;OPTI_poco;;;INDU_poco;;TIRO_poco;CUCH_poco;INST_poco;MB
71476;CAMPING;A;Entre Ríos;VTA_BAJO;TRAN_BAJO;CAMP_mucho;;;;;;;;;;BB
71483;CAMPING;A;Capital Federal;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_poco;;;;;;TIRO_poco;CUCH_poco;;AA
71486;CAMPING;A;Buenos Aires;VTA_BAJO;TRAN_BAJO;CAMP_poco;;OPTI_poco;;;;;;;INST_poco;BB
71490;CAMPING;A;Buenos Aires;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;PESP_poco;;;;INDU_poco;;;CUCH_poco;;MA
71491;CAMPING;A;Buenos Aires;VTA_MEDIO;TRAN_ALTO;CAMP_mucho;;;;;;;TIRO_poco;;;MA
71497;OPTICA;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;;;OPTI_medio;;;;;;;;BA
71503;INDUMENTARIA;A;La Pampa;VTA_BAJO;TRAN_BAJO;;;;;;INDU_medio;;;;;BB
71504;PESCA CAÑAS;B;Entre Ríos;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_mucho;;PESC_mucho;PESR_poco;INDU_medio;INDP_poco;TIRO_medio;;;AA
71510;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_BAJO;CAMP_mucho;PESP_mucho;;PESC_medio;PESR_medio;INDU_poco;INDP_mucho;;;;AB
71520;INDUMENTARIA PESCA;A;Buenos Aires;VTA_BAJO;TRAN_ALTO;;PESP_poco;;;;;INDP_medio;;;;BA
71527;CAMPING;A;Capital Federal;VTA_MEDIO;TRAN_ALTO;CAMP_medio;;OPTI_mucho;;;;;;;;MA
71534;CUCHILLERÍA;B;Santa Fe;VTA_MEDIO;TRAN_ALTO;;PESP_medio;;PESC_medio;PESR_medio;INDU_poco;INDP_poco;;CUCH_poco;;MA
71538;CAMPING;A;Buenos Aires;VTA_ALTO;TRAN_ALTO;CAMP_mucho;PESP_medio;OPTI_mucho;PESC_mucho;PESR_medio;INDU_poco;;TIRO_medio;;;AA
71543;CAMPING;B;Jujuy;VTA_BAJO;TRAN_ALTO;CAMP_poco;PESP_medio;;PESC_poco;PESR_poco;;;;;;BA
71545;OPTICA;B;Buenos Aires;VTA_BAJO;TRAN_BAJO;;;OPTI_medio;;;;;;;;BB
71553;CAMPING;A;Río Negro;VTA_BAJO;TRAN_BAJO;CAMP_mucho;PESP_poco;;;;;;TIRO_poco;;;BB
