'Prod_ID','DescGen','DescAdic','Marca','Proveedor','Cat_ID','SubCat_ID','CantEnvase'
'100LBS','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 100 Libras Medida: 50 Metros','WATERDOG','000006','PESP','196',1
'100LBS-10','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 100 Libras Medida: 10 Metros  Tubitos: 12 Unidades','WATERDOG','000006','PESP','196',20
'1095-1/0','ROBADOR','ROBADOR  Material: BRONCE  Número: 1/0','WATERDOG','000006','PESP','23',1
'1095-2/0','ROBADOR','ROBADOR  Material: BRONCE  Número: 2/0','WATERDOG','000006','PESP','23',1
'1095-3','ROBADOR','ROBADOR  Material: BRONCE  Número: 3','WATERDOG','000006','PESP','23',1
'1095-3/0','ROBADOR','ROBADOR  Material: BRONCE  Número: 3/0','WATERDOG','000006','PESP','23',1
'1095-4/0','ROBADOR','ROBADOR  Material: BRONCE  Número: 4/0','WATERDOG','000006','PESP','23',1
'1095-5','ROBADOR','ROBADOR  Material: BRONCE  Número: 5','WATERDOG','000006','PESP','23',1
'1095-5/0','ROBADOR','ROBADOR  Material: BRONCE  Número: 5/0','WATERDOG','000006','PESP','23',1
'1095-6','ROBADOR','ROBADOR  Material: BRONCE  Número: 6','WATERDOG','000000','PESP','23',1
'1095-7','ROBADOR','ROBADOR  Material: BRONCE  Número: 7','WATERDOG','000000','PESP','23',1
'1095NI-1','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 1','WATERDOG','000006','PESP','23',1
'1095NI-1/0','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 1/0','WATERDOG','000006','PESP','23',1
'1095NI-10','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 10','WATERDOG','000015','PESP','23',1
'1095NI-2','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 2','WATERDOG','000006','PESP','23',1
'1095NI-2/0','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 2/0','WATERDOG','000006','PESP','23',1
'1095NI-3','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 3','WATERDOG','000006','PESP','23',1
'1095NI-3/0','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 3/0','WATERDOG','000006','PESP','23',1
'1095NI-4','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 4','WATERDOG','000006','PESP','23',1
'1095NI-4/0','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 4/0','WATERDOG','000006','PESP','23',1
'1095NI-5','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 5','WATERDOG','000006','PESP','23',1
'1095NI-5/0','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 5/0','WATERDOG','000006','PESP','23',1
'1095NI-6','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 6','WATERDOG','000006','PESP','23',1
'1095NI-7','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 7','WATERDOG','000006','PESP','23',1
'1095NI-8','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 8','WATERDOG','000006','PESP','23',1
'1095NI-9','ROBADOR','ROBADOR  Material: NIQUEL- gruesa  Número: 9','WATERDOG','000015','PESP','23',1
'120LBS','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 120 Libras Medida: 50 Metros','WATERDOG','000006','PESP','196',1
'1210-1','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 1  Orden: B1','WATERDOG','000043','PESP','23',1
'1210-1/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 1/0  Orden: A9','WATERDOG','000043','PESP','23',1
'1210-10','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 10  Orden: C0','WATERDOG','000043','PESP','23',1
'1210-2','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 2  Orden: B2','WATERDOG','000043','PESP','23',1
'1210-2/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 2/0  Orden: A8','WATERDOG','000043','PESP','23',1
'1210-3','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 3  Orden: B3','WATERDOG','000043','PESP','23',1
'1210-4','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 4  Orden: B4','WATERDOG','000043','PESP','23',1
'1210-5','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 5  Orden: B5','WATERDOG','000043','PESP','23',1
'1210-6','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 6  Orden: B6','WATERDOG','000043','PESP','23',1
'1210-7','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 7  Orden: B7','WATERDOG','000043','PESP','23',1
'1210-8','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 8  Orden: B8','WATERDOG','000043','PESP','23',1
'1210-9','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 9  Orden: B9','WATERDOG','000043','PESP','23',1
'1210NI-3','ANZUELO','ANZUELO Material: Niquelado Número: 3  Orden: B3','MARUTO','000060','PESP','23',10
'1210NI-4','ANZUELO','ANZUELO Material: Niquelado Número: 4  Orden: B4','MARUTO','000060','PESP','23',10
'1210NI-6','ANZUELO','ANZUELO Material: Niquelado Número: 6  Orden: B6','MARUTO','000060','PESP','23',10
'1210NI-7','ANZUELO','ANZUELO Material: Niquelado Número: 7  Orden: B7','MARUTO','000060','PESP','23',10
'132146','LÍNEA HUNDIMIENTO','LÍNEA HUNDIMIENTO  Tipo: S KERPLUNK #27  Largo: 91 mts','CORTLAND','000030','PESP','148',1
'132177','LÍNEA HUNDIMIENTO','LÍNEA HUNDIMIENTO  Tipo: S KERPLUNK #36  Largo: 91 mts','CORTLAND','000030','PESP','148',1
'135116','BACKING','BACKING Color: BLANCO Libras: 20 Libras  Largo: 1097 m.','CORTLAND','000000','PESP','30',1
'142N-1','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 1  Orden: B1','WATERDOG','000043','PESP','23',1
'142N-1/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 1/0  Orden: A9','WATERDOG','000043','PESP','23',1
'142N-2','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 2  Orden: B2','WATERDOG','000043','PESP','23',1
'142N-2/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 2/0  Orden: A8','WATERDOG','000043','PESP','23',1
'142N-3','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 3  Orden: B3','WATERDOG','000043','PESP','23',1
'142N-3/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 3/0  Orden: A7','WATERDOG','000043','PESP','23',1
'142N-4','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 4  Orden: B4','WATERDOG','000043','PESP','23',1
'142N-4/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 4/0  Orden: A6','WATERDOG','000043','PESP','23',1
'142N-5/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 5/0  Orden: A5','WATERDOG','000043','PESP','23',1
'142N-6','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 6  Orden: B6','WATERDOG','000043','PESP','23',1
'142N-6/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 6/0  Orden: A4','WATERDOG','000043','PESP','23',1
'142N-7/0','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 7/0  Orden: A3','WATERDOG','000043','PESP','23',1
'142N-8','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Niquelado Número: 8  Orden: B8','WATERDOG','000043','PESP','23',1
'150LBS','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 150 Libras Medida: 50 Metros','WATERDOG','000006','PESP','196',1
'15LBS-10','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 15 Libras Medida: 10 Metros  Tubitos: 12 Unidades','WATERDOG','000006','PESP','196',20
'180LBS','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 180 Libras Medida: 50 Metros','WATERDOG','000006','PESP','196',1
'2007M','CAÑA PRO SPECTRA','CAÑA PRO SPECTRA Largo: 210 cm. Tramos: 2 Tramos  Acción: Mediana','WATERDOG','000012','PESC','79',1
'2008H','CAÑA PRO SPECTRA','CAÑA PRO SPECTRA Largo: 240 cm. Tramos: 2 Tramos  Acción: Pesada','WATERDOG','000012','PESC','79',1
'2009H','CAÑA PRO SPECTRA','CAÑA PRO SPECTRA Largo: 270 cm. Tramos: 2 Tramos  Acción: Pesada','WATERDOG','000012','PESC','79',1
'200LBS','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 200 Libras Medida: 50 Metros','WATERDOG','000006','PESP','196',1
'2010H','CAÑA PRO SPECTRA','CAÑA PRO SPECTRA Largo: 300 cm. Tramos: 2 Tramos  Acción: Pesada','WATERDOG','000012','PESC','79',1
'2011H','CAÑA PRO SPECTRA','CAÑA PRO SPECTRA Largo: 330 cm. Tramos: 2 Tramos  Acción: Pesada','WATERDOG','000000','PESC','79',1
'204TB-2.0-6','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.0  Número: 6','WATERDOG','000015','PESP','189',10
'204TB-2.0-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.0  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-2.2-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.2  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-2.4-6','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.4  Número: 6','WATERDOG','000006','PESP','189',10
'204TB-2.4-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.4  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-2.6-6','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.6  Número: 6','WATERDOG','000006','PESP','189',10
'204TB-2.6-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.6  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-2.8-6','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.8  Número: 6','WATERDOG','000006','PESP','189',10
'204TB-2.9-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 2.9  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-3.2-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 3.2  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-3.5-8','PUNTERA','PUNTERA Modelo: 204TB Medida: 3.5  Número: 8','WATERDOG','000006','PESP','189',10
'204TB-3.6-10','PUNTERA','PUNTERA Modelo: 204TB Medida: 3.6  Número: 10','WATERDOG','000006','PESP','189',10
'204TB-4.0-10','PUNTERA','PUNTERA Modelo: 204TB Medida: 4.0  Número: 10','WATERDOG','000006','PESP','189',10
'204TB-5.0-12','PUNTERA','PUNTERA Modelo: 204TB Medida: 5.0  Número: 12','WATERDOG','000006','PESP','189',10
'204TB-5.5-12','PUNTERA','PUNTERA Modelo: 204TB Medida: 5.5  Número: 12','WATERDOG','000006','PESP','189',10
'204TB-6.0-12','PUNTERA','PUNTERA Modelo: 204TB Medida: 6.0  Número: 12','WATERDOG','000006','PESP','189',10
'205TCN-1.8-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 1.8  Número: 8','WATERDOG','000000','PESP','189',10
'205TCN-2.0-6','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.0  Número: 6','WATERDOG','000015','PESP','189',10
'205TCN-2.0-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.0  Número: 8','WATERDOG','000015','PESP','189',10
'205TCN-2.2-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.2  Número: 8','WATERDOG','000015','PESP','189',10
'205TCN-2.4-6','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.4  Número: 6','WATERDOG','000015','PESP','189',10
'205TCN-2.4-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.4  Número: 8','WATERDOG','000006','PESP','189',10
'205TCN-2.6-6','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.6  Número: 6','WATERDOG','000006','PESP','189',10
'205TCN-2.6-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.6  Número: 8','WATERDOG','000006','PESP','189',10
'205TCN-2.8-6','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.8  Número: 6','WATERDOG','000006','PESP','189',10
'205TCN-2.9-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 2.9  Número: 8','WATERDOG','000006','PESP','189',10
'205TCN-3.2-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 3.2  Número: 8','WATERDOG','000006','PESP','189',10
'205TCN-3.5-8','PUNTERA','PUNTERA Modelo: 205TCN Medida: 3.5  Número: 8','WATERDOG','000006','PESP','189',10
'205TCN-3.6-10','PUNTERA','PUNTERA Modelo: 205TCN Medida: 3.6  Número: 10','WATERDOG','000006','PESP','189',10
'205TCN-4.0-10','PUNTERA','PUNTERA Modelo: 205TCN Medida: 4.0  Número: 10','WATERDOG','000006','PESP','189',10
'205TCN-5.0-12','PUNTERA','PUNTERA Modelo: 205TCN Medida: 5.0  Número: 12','WATERDOG','000006','PESP','189',10
'205TCN-5.5-12','PUNTERA','PUNTERA Modelo: 205TCN Medida: 5.5  Número: 12','WATERDOG','000006','PESP','189',10
'205TCN-6.0-12','PUNTERA','PUNTERA Modelo: 205TCN Medida: 6.0  Número: 12','WATERDOG','000006','PESP','189',10
'206-10.0-20','PUNTERA','PUNTERA Modelo: 206 Medida: 10  Número: 20','WATERDOG','000006','PESP','189',10
'206-11.0-20','PUNTERA','PUNTERA Modelo: 206 Medida: 11  Número: 20','WATERDOG','000006','PESP','189',10
'206-12.0-20','PUNTERA','PUNTERA Modelo: 206 Medida: 12.0  Número: 20','WATERDOG','000015','PESP','189',10
'206-2.8-8','PUNTERA','PUNTERA Modelo: 206 Medida: 2.8  Número: 8','WATERDOG','000006','PESP','189',10
'206-3.0-8','PUNTERA','PUNTERA Modelo: 206 Medida: 3.0  Número: 8','WATERDOG','000006','PESP','189',10
'206-3.6-8','PUNTERA','PUNTERA Modelo: 206 Medida: 3.6  Número: 8','WATERDOG','000006','PESP','189',10
'206-4.0-10','PUNTERA','PUNTERA Modelo: 206 Medida: 4.0  Número: 10','WATERDOG','000006','PESP','189',10
'206-5.0-10','PUNTERA','PUNTERA Modelo: 206 Medida: 5.0  Número: 10','WATERDOG','000006','PESP','189',10
'206-5.0-12','PUNTERA','PUNTERA Modelo: 206 Medida: 5.0  Número: 12','WATERDOG','000015','PESP','189',10
'206-6.0-12','PUNTERA','PUNTERA Modelo: 206 Medida: 6.0  Número: 12','WATERDOG','000006','PESP','189',10
'2066M','CAÑA PRO SPECTRA','CAÑA PRO SPECTRA Largo: 195 cm. Tramos: 2 Tramos  Acción: Mediana','WATERDOG','000000','PESC','79',1
'206-7.0-12','PUNTERA','PUNTERA Modelo: 206 Medida: 7.0  Número: 12','WATERDOG','000015','PESP','189',10
'206-7.0-16','PUNTERA','PUNTERA Modelo: 206 Medida: 7.0  Número: 16','WATERDOG','000006','PESP','189',10
'206-8.0-16','PUNTERA','PUNTERA Modelo: 206 Medida: 8.0  Número: 16','WATERDOG','000006','PESP','189',10
'206-8.0-20','PUNTERA','PUNTERA Modelo: 206 Medida: 8.0  Número: 20','WATERDOG','000006','PESP','189',10
'206-9.0-20','PUNTERA','PUNTERA Modelo: 206 Medida: 9.0  Número: 20','WATERDOG','000006','PESP','189',10
'207-10.0-20','PUNTERA','PUNTERA Modelo: 207 Medida: 10  Número: 20','WATERDOG','000000','PESP','189',10
'207-2.8-8','PUNTERA','PUNTERA Modelo: 207 Medida: 2.8  Número: 8','WATERDOG','000006','PESP','189',10
'207-3.0-10','PUNTERA','PUNTERA Modelo: 207 Medida: 3.0  Número: 10','WATERDOG','000006','PESP','189',10
'207-3.0-8','PUNTERA','PUNTERA Modelo: 207 Medida: 3.0  Número: 8','WATERDOG','000006','PESP','189',10
'207-3.5-10','PUNTERA','PUNTERA Modelo: 207 Medida: 3.5  Número: 10','WATERDOG','000006','PESP','189',10
'207-3.6-8','PUNTERA','PUNTERA Modelo: 207 Medida: 3.6  Número: 8','WATERDOG','000006','PESP','189',10
'207-4.0-10','PUNTERA','PUNTERA Modelo: 207 Medida: 4.0  Número: 10','WATERDOG','000006','PESP','189',10
'207-4.5-10','PUNTERA','PUNTERA Modelo: 207 Medida: 4.5  Número: 10','WATERDOG','000006','PESP','189',10
'207-5.0-10','PUNTERA','PUNTERA Modelo: 207 Medida: 5.0  Número: 10','WATERDOG','000006','PESP','189',10
'207-5.0-12','PUNTERA','PUNTERA Modelo: 207 Medida: 5.0  Número: 12','WATERDOG','000006','PESP','189',10
'207-6.0-12','PUNTERA','PUNTERA Modelo: 207 Medida: 6.0  Número: 12','WATERDOG','000006','PESP','189',10
'207-7.0-12','PUNTERA','PUNTERA Modelo: 207 Medida: 7.0  Número: 12','WATERDOG','000006','PESP','189',10
'207-7.0-16','PUNTERA','PUNTERA Modelo: 207 Medida: 7.0  Número: 16','WATERDOG','000006','PESP','189',10
'207-8.0-16','PUNTERA','PUNTERA Modelo: 207 Medida: 8.0  Número: 16','WATERDOG','000006','PESP','189',10
'207-8.0-20','PUNTERA','PUNTERA Modelo: 207 Medida: 8.0  Número: 20','WATERDOG','000006','PESP','189',10
'207-9.0-20','PUNTERA','PUNTERA Modelo: 207 Medida: 9.0  Número: 20','WATERDOG','000006','PESP','189',10
'208-1.8-8','PUNTERA','PUNTERA Modelo: 208 Medida: 1.8  Número: 8','WATERDOG','000006','PESP','189',10
'208-10.0-20','PUNTERA','PUNTERA Modelo: 208 Medida: 10  Número: 20','WATERDOG','000000','PESP','189',10
'208-2.0-6','PUNTERA','PUNTERA Modelo: 208 Medida: 2.0  Número: 6','WATERDOG','000006','PESP','189',10
'208-2.0-8','PUNTERA','PUNTERA Modelo: 208 Medida: 2.0  Número: 8','WATERDOG','000006','PESP','189',10
'208-2.2-8','PUNTERA','PUNTERA Modelo: 208 Medida: 2.2  Número: 8','WATERDOG','000006','PESP','189',10
'208-2.4-6','PUNTERA','PUNTERA Modelo: 208 Medida: 2.4  Número: 6','WATERDOG','000006','PESP','189',10
'208-2.4-8','PUNTERA','PUNTERA Modelo: 208 Medida: 2.4  Número: 8','WATERDOG','000006','PESP','189',10
'208-2.6-6','PUNTERA','PUNTERA Modelo: 208 Medida: 2.6  Número: 6','WATERDOG','000006','PESP','189',10
'208-2.6-8','PUNTERA','PUNTERA Modelo: 208 Medida: 2.6  Número: 8','WATERDOG','000006','PESP','189',10
'208-2.8-6','PUNTERA','PUNTERA Modelo: 208 Medida: 2.8  Número: 6','WATERDOG','000006','PESP','189',10
'208-2.8-8','PUNTERA','PUNTERA Modelo: 208 Medida: 2.8  Número: 8','WATERDOG','000006','PESP','189',10
'208-2.9-8','PUNTERA','PUNTERA Modelo: 208 Medida: 2.9  Número: 8','WATERDOG','000006','PESP','189',10
'208-3.0-8','PUNTERA','PUNTERA Modelo: 208 Medida: 3.0  Número: 8','WATERDOG','000006','PESP','189',10
'208-3.2-8','PUNTERA','PUNTERA Modelo: 208 Medida: 3.2  Número: 8','WATERDOG','000006','PESP','189',10
'208-3.5-8','PUNTERA','PUNTERA Modelo: 208 Medida: 3.5  Número: 8','WATERDOG','000006','PESP','189',10
'208-3.6-10','PUNTERA','PUNTERA Modelo: 208 Medida: 3.6  Número: 10','WATERDOG','000006','PESP','189',10
'208-4.0-10','PUNTERA','PUNTERA Modelo: 208 Medida: 4.0  Número: 10','WATERDOG','000006','PESP','189',10
'208-5.0-12','PUNTERA','PUNTERA Modelo: 208 Medida: 5.0  Número: 12','WATERDOG','000006','PESP','189',10
'208-5.5-12','PUNTERA','PUNTERA Modelo: 208 Medida: 5.5  Número: 12','WATERDOG','000006','PESP','189',10
'208-6.0-12','PUNTERA','PUNTERA Modelo: 208 Medida: 6.0  Número: 12','WATERDOG','000006','PESP','189',10
'208-7.0-16','PUNTERA','PUNTERA Modelo: 208 Medida: 7.0  Número: 16','WATERDOG','000006','PESP','189',10
'208-8.0-20','PUNTERA','PUNTERA Modelo: 208 Medida: 8.0  Número: 20','WATERDOG','000006','PESP','189',10
'208-9.0-20','PUNTERA','PUNTERA Modelo: 208 Medida: 9.0  Número: 20','WATERDOG','000006','PESP','189',10
'209N38','REPUESTO PENN','REPUESTO PENN Parte: 209 Número: 38  Descripción: P /309 -038 008','PENN','000000','PESP','218',1
'209N40','REPUESTO PENN','REPUESTO PENN Parte: 290 Número: 40  Descripción: CTROL FRENO','PENN','000000','PESP','218',1
'209N42','REPUESTO PENN','REPUESTO PENN Parte: 209 Número: 42  Descripción: SINFÍN','PENN','000000','PESP','218',1
'209N46','REPUESTO PENN','REPUESTO PENN Parte: 209 Número: 46  Descripción: DEVANADOR','PENN','000000','PESP','218',1
'209N48','REPUESTO PENN','REPUESTO PENN Parte: 209 Número: 48  Descripción: PORTA UÑA','PENN','000000','PESP','218',1
'209N64','REPUESTO PENN','REPUESTO PENN Parte: 290 Número: 64  Descripción: CORONA TEFLÓN','PENN','000000','PESP','218',1
'20LBS','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 20 Libras Medida: 50 Metros','WATERDOG','000006','PESP','196',1
'20LBS-10','ALAMBRE PARA LEADER','ALAMBRE PARA LEADER Peso: 20 Libras Medida: 10 Metros  Tubitos: 12 Unidades','WATERDOG','000006','PESP','196',20
'210H-1.8-8','PUNTERA','PUNTERA Modelo: 210H Medida: 1.8  Número: 8','WATERDOG','000015','PESP','189',10
'210H-2.0-6','PUNTERA','PUNTERA Modelo: 210H Medida: 2.0  Número: 6','WATERDOG','000015','PESP','189',10
'210H-2.0-8','PUNTERA','PUNTERA Modelo: 210H Medida: 2.0  Número: 8','WATERDOG','000015','PESP','189',10
'210H-2.2-8','PUNTERA','PUNTERA Modelo: 210H Medida: 2.2  Número: 8','WATERDOG','000006','PESP','189',10
'210H-2.4-6','PUNTERA','PUNTERA Modelo: 210H Medida: 2.4  Número: 6','WATERDOG','000006','PESP','189',10
'210H-2.4-8','PUNTERA','PUNTERA Modelo: 210H Medida: 2.4  Número: 8','WATERDOG','000006','PESP','189',10
'210H-2.6-6','PUNTERA','PUNTERA Modelo: 210H Medida: 2.6  Número: 6','WATERDOG','000000','PESP','189',10
'210H-2.6-8','PUNTERA','PUNTERA Modelo: 210H Medida: 2.6  Número: 8','WATERDOG','000006','PESP','189',10
'210H-2.8-6','PUNTERA','PUNTERA Modelo: 210H Medida: 2.8  Número: 6','WATERDOG','000000','PESP','189',10
'210H-2.8-8','PUNTERA','PUNTERA Modelo: 210H Medida: 2.8  Número: 8','WATERDOG','000006','PESP','189',10
'210H-2.9-8','PUNTERA','PUNTERA Modelo: 210H Medida: 2.9  Número: 8','WATERDOG','000015','PESP','189',10
'210H-3.0-10','PUNTERA','PUNTERA Modelo: 210 Medida: 3.0  Número: 10','WATERDOG','000015','PESP','189',10
'210H-3.0-8','PUNTERA','PUNTERA Modelo: 210 Medida: 3.0  Número: 8','WATERDOG','000015','PESP','189',10
'210H-3.2-8','PUNTERA','PUNTERA Modelo: 210H Medida: 3.2  Número: 8','WATERDOG','000006','PESP','189',10
'210H-3.6-10','PUNTERA','PUNTERA Modelo: 210H Medida: 3.6  Número: 10','WATERDOG','000006','PESP','189',10
'210H-4.0-10','PUNTERA','PUNTERA Modelo: 210H Medida: 4.0  Número: 10','WATERDOG','000006','PESP','189',10
'2123NI-1/0','ANZUELO','ANZUELO Material: Niquelado Número: 1/0  Orden: A9','MARUTO','000060','PESP','23',10
'2123NI-2/0','ANZUELO','ANZUELO Material: Niquelado Número: 2/0  Orden: A8','MARUTO','000000','PESP','23',10
'2123NI-3/0','ANZUELO','ANZUELO Material: Niquelado Número: 3/0  Orden: A7','MARUTO','000060','PESP','23',10
'226TG-1.8-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 1.8  Número: 8','WATERDOG','000006','PESP','189',10
'226TG-2.0-6','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.0  Número: 6','WATERDOG','000006','PESP','189',10
'226TG-2.0-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.0  Número: 8','WATERDOG','000006','PESP','189',10
'226TG-2.2-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.2  Número: 8','WATERDOG','000006','PESP','189',10
'226TG-2.4-6','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.4  Número: 6','WATERDOG','000015','PESP','189',10
'226TG-2.4-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.4  Número: 8','WATERDOG','000015','PESP','189',10
'226TG-2.6-6','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.6  Número: 6','WATERDOG','000006','PESP','189',10
'226TG-2.8-6','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.8  Número: 6','WATERDOG','000006','PESP','189',10
'226TG-2.9-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 2.9  Número: 8','WATERDOG','000006','PESP','189',10
'226TG-3.2-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 3.2  Número: 8','WATERDOG','000006','PESP','189',10
'226TG-3.5-8','PUNTERA','PUNTERA Modelo: 226TG Medida: 3.5  Número: 8','WATERDOG','000006','PESP','189',10
'2320-1','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 1  Orden: B1','WATERDOG','000043','PESP','23',1
'2320-10','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 10  Orden: C0','WATERDOG','000043','PESP','23',1
'2320-11','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 11  Orden: C1','WATERDOG','000043','PESP','23',1
'2320-12','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 12  Orden: C2','WATERDOG','000043','PESP','23',1
'2320-14','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 14  Orden: C4','WATERDOG','000043','PESP','23',1
'2320-16','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 16  Orden: C6','WATERDOG','000043','PESP','23',1
'2320-18','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 18  Orden: C8','WATERDOG','000043','PESP','23',1
'2320-2','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 2  Orden: B2','WATERDOG','000043','PESP','23',1
'2320-20','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 20  Orden: D0','WATERDOG','000043','PESP','23',1
'2320-26','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 26  Orden: D6','WATERDOG','000043','PESP','23',1
'2320-28','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 28  Orden: D8','WATERDOG','000043','PESP','23',1
'2320-3','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 3  Orden: B3','WATERDOG','000043','PESP','23',1
'2320-30','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 30  Orden: E0','WATERDOG','000043','PESP','23',1
'2320-4','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 4  Orden: B4','WATERDOG','000043','PESP','23',1
'2320-5','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 5  Orden: B5','WATERDOG','000043','PESP','23',1
'2320-6','ANZUELO X MILLAR','ANZUELO X MILLAR Material: Azul Número: 6  Orden: B6','WATERDOG','000043','PESP','23',1
