cliente,categoria,monto_total
071586,INDU,5192
071586,OPTI,4014
071588,CAMP,823
071588,INST,761
071588,OPTI,3697
071594,CAMP,678
071594,CUCH,4140
071594,PESC,5950
071594,PESP,24691
071594,PESR,22596
071596,CUCH,384
071596,PESC,18581
071596,PESP,6586
071596,PESR,9400
071598,CAMP,67853
071598,CUCH,4155
071598,INDP,24578
071598,INDU,8576
071598,INST,350
071598,OPTI,4312
071598,PESC,16428
071598,PESP,20030
071598,PESR,9133
071598,TIRO,6387
071599,CAMP,8978
071599,CUCH,1558
071599,INDP,1568
071599,INDU,1200
071599,INST,1723
071599,OPTI,348
071599,TIRO,2870
071602,CAMP,22480
071613,CAMP,11016
071613,INDP,41242
071613,INDU,5830
071613,OPTI,1268
071613,PESC,94976
071613,PESP,51007
071613,PESR,80980
071614,CAMP,19343
071614,INDP,52002
071614,PESC,26728
071614,PESP,13347
071615,CAMP,89273
071615,INDU,31594
071618,CAMP,384
071618,PESC,6576
071618,PESP,5676
071618,PESR,13490
071618,TIRO,629
071619,PESP,4602
071620,CAMP,15480
071620,CUCH,142
071631,CAMP,67457
071631,CUCH,432
071631,INDU,18294
071631,OPTI,2928
071631,PESC,22501
071631,PESP,13745
071631,PESR,20468
071631,TIRO,364
071633,CAMP,38441
071633,CUCH,795
071633,INDP,2304
071633,INDU,2694
071633,OPTI,10047
071633,PESC,13752
071633,PESP,4773
071633,PESR,5703
071633,TIRO,6551
071635,CAMP,90900
071641,CAMP,82847
071641,CUCH,498
071641,INDP,11196
071641,INDU,3653
071641,PESC,232011
071641,PESP,143303
071641,PESR,214611
071641,TIRO,4374
071644,INDU,18082
071647,PESP,974
071649,CAMP,437713
071649,INDP,7840
071649,INDU,14400
071649,TIRO,30834
071652,OPTI,4465
071654,PESC,5329
071654,PESP,4678
071654,PESR,11562
071655,CAMP,10587
071657,CAMP,10492
071657,INDU,44817
071662,CAMP,38869
071662,INDP,4485
071662,INDU,1044
071662,OPTI,27106
071662,PESC,58256
071662,PESP,34766
071662,PESR,57715
071662,TIRO,20570
071667,CAMP,1787
071667,INST,128
071667,OPTI,9441
071667,TIRO,3594
071668,CAMP,36249
071669,PESP,4477
071669,PESR,3290
071670,CAMP,21960
071670,CUCH,8817
071670,INDU,4476
071670,OPTI,2432
071670,PESC,640
071670,PESP,396
071670,PESR,2918
071671,OPTI,2040
071672,CAMP,960
071672,OPTI,17258
071673,CAMP,629
071673,CUCH,166
071673,PESC,2787
071673,PESP,5716
071673,PESR,12688
071674,CAMP,3950
071674,INDU,27597
071674,PESP,33188
071675,CAMP,7174
071675,INST,475
071675,OPTI,510
071675,PESP,5987
071685,INDP,8568
071686,CAMP,4940
071686,OPTI,4742
071687,CAMP,112416
071687,INDU,1456
071689,CAMP,2587
071689,INDP,1593
071689,PESC,5584
071689,PESP,1736
071689,PESR,3409
071690,CAMP,26502
071690,INDU,6548
071690,INST,935
071690,OPTI,876
071690,PESC,2970
071690,PESP,1644
071690,PESR,2574
071690,TIRO,444
071691,PESP,26590
071691,PESR,2970
071692,CAMP,966
071692,OPTI,7158
071693,CAMP,1052
071693,INDP,993
071693,PESC,7778
071693,PESP,27850
071694,CAMP,10432
071694,INDU,8538
071694,INST,510
071694,OPTI,3074
071695,CAMP,3150
071696,OPTI,5725
071697,CAMP,66591
071697,CUCH,891
071697,INDP,10354
071697,INST,2896
071697,OPTI,34314
071697,PESC,50525
071697,PESP,68720
071697,PESR,69151
071699,CAMP,38312
071699,INDU,18922
071699,OPTI,8388
071699,PESP,153028
071699,PESR,92636
071699,TIRO,6840
071700,INST,522
071700,OPTI,13074
071702,INDP,1401
071702,INDU,752
071702,OPTI,1057
071702,PESC,1188
071702,PESP,21518
071702,PESR,4067
071702,TIRO,1044
071703,CAMP,4814
071705,OPTI,5938
071707,CAMP,50796
071707,INDP,7452
071707,INDU,1556
071707,PESC,32034
071707,PESP,206988
071707,PESR,39192
071708,CAMP,60643
071708,CUCH,1476
071708,INDP,4312
071708,INDU,37499
071708,PESC,12319
071708,PESP,26211
071708,PESR,20134
071710,CAMP,140375
071710,INDP,2974
071710,INDU,2567
071710,OPTI,4455
071712,CAMP,896
071712,OPTI,14249
071712,PESC,5451
071712,PESR,2736
071713,CAMP,3600
071714,PESC,22564
071714,PESR,21735
071715,CAMP,8262
071715,PESP,10765
071715,PESR,3424
071715,TIRO,34
071716,INDP,15918
071717,CAMP,1196
071717,INST,250
071717,OPTI,12297
071718,CAMP,10324
071718,PESC,8124
071718,PESP,1666
071718,PESR,5292
071719,PESC,13217
071719,PESR,9590
071721,OPTI,15931
071722,PESC,6882
071723,CAMP,17678
071723,INDP,15416
071723,INDU,1456
071723,OPTI,4452
071723,PESC,4695
071723,PESP,70905
071723,PESR,2756
071724,PESC,7569
071724,PESR,3792
071725,CAMP,105700
071726,INST,112
071726,OPTI,11279
071726,TIRO,1332
071727,CAMP,22209
071727,CUCH,2755
071727,INDU,1168
071727,PESC,7970
071727,PESP,22145
071727,PESR,6056
071728,CAMP,659087
071728,INDP,150577
071728,INDU,16555
071728,OPTI,174283
071728,PESC,13100
071728,PESP,38332
071728,PESR,12701
071728,TIRO,39042
071729,OPTI,41834
071730,CAMP,7482
071730,INDP,940
071730,INDU,621
071730,PESC,2959
071730,PESP,13730
071730,PESR,8472
071731,CAMP,19662
071732,CAMP,193621
071732,INDU,19569
071732,OPTI,5472
071733,CAMP,252151
071733,CUCH,1026
071733,INDP,3360
071733,INDU,9984
071733,TIRO,1915
071734,CAMP,15251
071734,CUCH,728
071734,INDU,12500
071734,PESC,27906
071734,PESP,14064
071734,PESR,19743
071735,CAMP,21912
071736,CAMP,3562
071736,CUCH,2086
071736,OPTI,4707
071736,PESP,8583
071737,PESC,1076
071737,PESP,16115
071737,PESR,954
071738,CAMP,1120
071738,CUCH,284
071738,PESC,7177
071738,PESP,10346
071738,PESR,6191
071739,CAMP,79
071739,INDU,249
071739,INST,24482
071739,OPTI,3204
071740,OPTI,10497
071741,CAMP,15963
071741,INDU,4528
071741,INST,148
071741,PESP,960
071742,CAMP,14850
071742,CUCH,884
071742,OPTI,24890
071743,CAMP,420
071743,PESC,10182
071743,PESP,3971
071743,PESR,7979
071744,PESC,740
071744,PESP,27328
071744,PESR,642
071745,CAMP,9639
071745,CUCH,5857
071745,OPTI,3063
071745,PESP,656
071746,CUCH,436
071746,PESC,8178
071746,PESP,15267
071746,PESR,6240
071747,CAMP,11259
071747,CUCH,924
071747,INDU,1584
071747,OPTI,8445
071747,PESP,1040
071747,TIRO,4544
071748,OPTI,4775
071749,CAMP,17892
071750,PESC,21780
071750,PESR,19620
071751,CAMP,1721
071751,OPTI,16272
071751,PESC,594
071751,PESR,863
071752,CAMP,386506
071752,CUCH,6688
071752,INDP,48333
071752,INDU,2790
071752,OPTI,88847
071752,PESC,134885
071752,PESP,65019
071752,PESR,97848
071752,TIRO,16154
071753,CAMP,28528
071753,INDP,8922
071753,INDU,26868
071754,CAMP,2410
071754,OPTI,22194
071755,INDU,16640
071756,CAMP,1600
071757,CAMP,6079
071757,CUCH,339
071757,INDU,9120
071757,OPTI,5033
071758,CAMP,2578
071758,OPTI,7540
071759,CAMP,234275
071759,CUCH,168
071760,PESC,8000
071760,PESP,349
071760,PESR,12971
071761,OPTI,4939
071762,INDP,2848
071762,PESP,14642
071763,CAMP,43576
071763,OPTI,11716
071763,TIRO,9300
071764,PESC,3027
071765,OPTI,4816
071766,CAMP,3766
071766,OPTI,10212
071767,PESC,1932
071767,PESP,918
071767,PESR,2262
071768,OPTI,151520
071769,CAMP,53157
071770,CAMP,1610
071770,PESC,1625
071770,PESP,6683
071770,PESR,1038
071771,OPTI,166352
071772,PESC,34799
071772,PESR,22950
071773,CAMP,5190
071773,OPTI,604
071773,PESP,6456
071774,CAMP,4078
071774,PESC,4450
071774,PESP,4552
071774,PESR,2634
071775,CAMP,18340
071775,OPTI,13865
071775,TIRO,5069
071776,INDU,1136
071776,PESP,1281
071776,PESR,5868
071777,CAMP,147708
071779,OPTI,35761
071780,INDP,26171
071781,CAMP,38250
071782,CAMP,5661
071785,CAMP,10940
