cliente,CAMPNG,PESCA.1,OPTICA.1,PESCA.CA.AS,PESCA.REELS.1,INDU,INDU.Y.PESCA,TIRO.Y.DEF,CUCHILL,INSTRU
67340,"CAMP_mucho","","","","","INDU_poco","INDP_poco","TIRO_poco","",""
67344,"CAMP_mucho","","OPTI_mucho","","","","","","",""
67348,"CAMP_poco","PESP_mucho","","PESC_poco","PESR_medio","INDU_poco","","","",""
67353,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_poco","PESR_medio","","INDP_poco","","",""
67362,"CAMP_poco","PESP_poco","","","PESR_medio","","","","",""
67372,"CAMP_mucho","PESP_medio","OPTI_medio","","PESR_poco","INDU_medio","","","",""
67373,"CAMP_mucho","","OPTI_medio","","","","","TIRO_poco","",""
67374,"CAMP_poco","","OPTI_medio","","","","","","",""
67379,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","INDU_mucho","INDP_poco","TIRO_poco","CUCH_medio",""
67383,"CAMP_poco","","OPTI_medio","","","","","","",""
67385,"CAMP_poco","","OPTI_medio","","","","","","",""
67398,"CAMP_poco","","OPTI_medio","","","","","","",""
67401,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_medio","","","",""
67408,"CAMP_medio","PESP_poco","","PESC_medio","PESR_medio","","","","",""
67410,"CAMP_poco","","OPTI_medio","","","","","","",""
67416,"","PESP_mucho","","PESC_poco","PESR_medio","","","","",""
67420,"CAMP_poco","","OPTI_poco","","","","","","",""
67422,"","","OPTI_mucho","","","","","","",""
67423,"CAMP_medio","","","","","","","","",""
67458,"CAMP_mucho","","","","","INDU_mucho","INDP_medio","","",""
67461,"","","","","","INDU_medio","","","",""
67465,"CAMP_poco","","OPTI_mucho","","","","","","","INST_poco"
67473,"CAMP_poco","PESP_poco","","","","INDU_poco","","","",""
67477,"CAMP_medio","","","","","INDU_medio","","","",""
67478,"CAMP_medio","PESP_poco","","","","INDU_poco","INDP_poco","","",""
67485,"CAMP_medio","","OPTI_medio","","","INDU_poco","","","","INST_poco"
67487,"CAMP_mucho","","OPTI_poco","","","INDU_medio","","","",""
67489,"CAMP_medio","PESP_mucho","","","","INDU_medio","","","CUCH_poco",""
67494,"CAMP_medio","PESP_poco","","","","INDU_poco","","","",""
67501,"CAMP_medio","","","","","INDU_poco","","","",""
67502,"CAMP_medio","PESP_poco","","","","INDU_poco","","","",""
67503,"CAMP_poco","PESP_poco","","PESC_poco","PESR_poco","","INDP_medio","","",""
67510,"CAMP_poco","PESP_mucho","","PESC_medio","PESR_medio","","","","",""
67516,"CAMP_medio","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","","INDP_medio","","",""
67524,"CAMP_poco","PESP_poco","","","","INDU_poco","","","",""
67530,"","","","","","INDU_poco","","","",""
67543,"CAMP_mucho","","OPTI_medio","","","INDU_medio","","","","INST_poco"
67549,"CAMP_mucho","","","","","","","TIRO_poco","",""
67559,"CAMP_mucho","","","","","","","","",""
67563,"CAMP_poco","","OPTI_medio","","","","","","",""
67564,"","","OPTI_mucho","","","","","","",""
67573,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_medio","INDU_mucho","INDP_poco","TIRO_poco","","INST_poco"
67587,"CAMP_mucho","","","","","","","","",""
67601,"CAMP_medio","PESP_medio","","","","","INDP_medio","","","INST_poco"
67603,"CAMP_mucho","PESP_mucho","","","","INDU_medio","","TIRO_mucho","",""
67612,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_medio","","TIRO_poco","",""
67626,"CAMP_poco","PESP_poco","OPTI_poco","","","","","","","INST_poco"
67632,"CAMP_poco","","","","","","","","",""
67639,"CAMP_mucho","PESP_poco","OPTI_medio","","","","","TIRO_medio","CUCH_poco",""
67640,"CAMP_mucho","","","","","","INDP_poco","","",""
67642,"CAMP_medio","PESP_medio","OPTI_medio","PESC_poco","PESR_poco","","INDP_medio","","CUCH_poco",""
67644,"","PESP_poco","","PESC_poco","PESR_poco","","","","",""
67646,"CAMP_mucho","","","","","INDU_mucho","","","",""
67648,"","","OPTI_mucho","","","","","","",""
67653,"CAMP_medio","","","","","","","","",""
67654,"CAMP_poco","PESP_medio","OPTI_poco","PESC_poco","PESR_medio","INDU_medio","INDP_poco","","",""
67656,"CAMP_mucho","PESP_mucho","OPTI_poco","","PESR_medio","","INDP_medio","","",""
67666,"","","OPTI_mucho","","","","","","",""
67671,"CAMP_mucho","PESP_poco","OPTI_mucho","","","INDU_poco","","","",""
67681,"","PESP_medio","","","PESR_medio","INDU_poco","","","",""
67684,"CAMP_mucho","","","","","","","","",""
67690,"","PESP_mucho","","","PESR_poco","INDU_poco","","","",""
67714,"CAMP_poco","","","","","","","TIRO_poco","",""
67717,"","PESP_mucho","","","","","","","",""
67724,"CAMP_medio","","OPTI_medio","","","INDU_medio","","","",""
67731,"CAMP_medio","PESP_medio","","PESC_mucho","PESR_medio","","","","",""
67743,"CAMP_mucho","PESP_poco","OPTI_mucho","PESC_poco","PESR_poco","INDU_poco","INDP_poco","","CUCH_poco","INST_poco"
67755,"CAMP_mucho","PESP_mucho","","PESC_poco","PESR_medio","INDU_poco","","","CUCH_poco",""
67757,"CAMP_medio","PESP_medio","","PESC_medio","PESR_poco","INDU_medio","","TIRO_poco","",""
67772,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_poco","",""
67783,"CAMP_poco","PESP_poco","","PESC_poco","PESR_poco","INDU_poco","","","",""
67785,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_medio","INDP_poco","TIRO_poco","",""
67787,"","PESP_poco","","","PESR_medio","","","","",""
67791,"","","","PESC_poco","PESR_poco","","INDP_poco","","",""
67801,"CAMP_medio","","","","","INDU_medio","INDP_medio","TIRO_poco","",""
67804,"CAMP_medio","PESP_poco","OPTI_medio","","","INDU_poco","","","",""
67816,"CAMP_poco","","OPTI_medio","","","","","","","INST_poco"
67821,"CAMP_medio","","OPTI_medio","PESC_poco","PESR_poco","","INDP_poco","TIRO_poco","CUCH_poco",""
67842,"CAMP_medio","PESP_poco","OPTI_medio","PESC_poco","PESR_poco","INDU_poco","","TIRO_poco","",""
67846,"CAMP_medio","PESP_medio","","PESC_medio","PESR_medio","","","","",""
67849,"CAMP_poco","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_poco","","","",""
67862,"","PESP_poco","","","","","","","",""
67864,"CAMP_poco","PESP_medio","OPTI_mucho","","","","","","",""
67874,"","","OPTI_mucho","","","","","","",""
67884,"CAMP_mucho","","","PESC_mucho","PESR_medio","","","","",""
67889,"","","OPTI_medio","","","","","","",""
67900,"CAMP_medio","PESP_mucho","","PESC_medio","","INDU_medio","","","",""
67904,"CAMP_medio","","","","","","","","",""
67922,"CAMP_poco","PESP_medio","","","","","","","",""
67928,"CAMP_medio","","","","","INDU_mucho","","","",""
67934,"CAMP_mucho","","","","","","","","",""
67944,"CAMP_mucho","PESP_medio","OPTI_medio","","","INDU_mucho","INDP_poco","TIRO_poco","",""
67945,"CAMP_poco","PESP_mucho","","PESC_medio","PESR_mucho","INDU_medio","INDP_poco","TIRO_poco","",""
67949,"","","","","","INDU_mucho","","","",""
67952,"CAMP_medio","PESP_poco","","PESC_medio","PESR_medio","","","","",""
67965,"CAMP_mucho","PESP_poco","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_medio","TIRO_mucho","CUCH_poco","INST_medio"
67995,"","","OPTI_mucho","","","","","","",""
68010,"CAMP_poco","PESP_medio","","PESC_poco","","","","TIRO_poco","",""
68018,"","","OPTI_medio","","","","","","",""
68032,"CAMP_mucho","","OPTI_medio","PESC_medio","PESR_medio","","","TIRO_poco","CUCH_poco",""
68054,"CAMP_medio","","OPTI_medio","","","","","","",""
68067,"CAMP_medio","PESP_medio","","PESC_medio","PESR_poco","","","","",""
68078,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_medio","PESR_poco","INDU_poco","INDP_medio","TIRO_medio","CUCH_poco","INST_poco"
68098,"CAMP_medio","","","","","","","","",""
68130,"CAMP_mucho","","","","","","","","",""
68131,"CAMP_medio","PESP_poco","OPTI_poco","PESC_medio","PESR_medio","INDU_poco","","","",""
68136,"","PESP_medio","","","","","","","",""
68157,"","PESP_medio","","","","","","","",""
68183,"","","OPTI_medio","PESC_poco","PESR_poco","","","","",""
68186,"","PESP_poco","","PESC_medio","","","","","",""
68188,"CAMP_medio","","","","","","","","","INST_poco"
68200,"","","OPTI_mucho","","","","","","",""
68209,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_medio","CUCH_medio",""
68230,"CAMP_medio","","OPTI_medio","PESC_poco","","","","","",""
68244,"CAMP_poco","","","","","","","","",""
68246,"","PESP_medio","","","","","","","",""
68250,"CAMP_poco","","OPTI_medio","","","","","","",""
68252,"CAMP_poco","","OPTI_mucho","","","","","","",""
68260,"","PESP_medio","","","","","","","",""
68265,"CAMP_medio","PESP_mucho","OPTI_poco","PESC_mucho","PESR_poco","","","TIRO_medio","",""
68284,"","PESP_medio","","","","","","","",""
68308,"CAMP_poco","PESP_poco","","PESC_medio","PESR_medio","","","","",""
68314,"","PESP_medio","","","","","","","",""
68340,"","PESP_medio","","","","","","","",""
68347,"CAMP_poco","","OPTI_mucho","","","INDU_poco","INDP_medio","","",""
68349,"CAMP_mucho","","OPTI_mucho","PESC_poco","PESR_poco","","","","",""
68353,"CAMP_medio","","","","","INDU_mucho","","","",""
68365,"CAMP_mucho","","OPTI_mucho","","","INDU_medio","INDP_poco","TIRO_poco","",""
68413,"","","OPTI_poco","","","","","","",""
68431,"CAMP_mucho","","OPTI_medio","","","INDU_mucho","","TIRO_poco","",""
68436,"CAMP_poco","PESP_poco","","","PESR_poco","","INDP_medio","","",""
68457,"","","OPTI_poco","","","","","","",""
68479,"CAMP_poco","","OPTI_mucho","PESC_poco","","","","","",""
68494,"CAMP_medio","PESP_medio","","PESC_medio","PESR_medio","","","","",""
68500,"","PESP_medio","","PESC_medio","PESR_poco","","INDP_medio","","",""
68524,"CAMP_medio","","","","","","","","",""
68539,"","","OPTI_mucho","","","","","","",""
68556,"CAMP_poco","","OPTI_mucho","","","","","","",""
68558,"CAMP_poco","PESP_poco","","","","","","","",""
68560,"","PESP_medio","OPTI_medio","PESC_poco","","","","","",""
68561,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","","","INST_poco"
68573,"","PESP_medio","","PESC_medio","PESR_medio","","INDP_poco","","",""
68595,"CAMP_mucho","","","","","","","","",""
68601,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_poco","",""
68602,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","CUCH_poco","INST_poco"
68606,"CAMP_poco","","OPTI_mucho","","","","","","","INST_poco"
68619,"CAMP_mucho","PESP_medio","OPTI_medio","","","INDU_medio","INDP_poco","TIRO_medio","",""
68626,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_mucho","PESR_medio","INDU_mucho","INDP_mucho","TIRO_medio","",""
68635,"","PESP_poco","","","","","INDP_poco","","",""
68637,"","","OPTI_mucho","","","","","","",""
68657,"CAMP_mucho","","OPTI_mucho","","","INDU_poco","","","","INST_poco"
68672,"CAMP_medio","","","","","","","","",""
68685,"","","OPTI_medio","","","","","","",""
68715,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","","INDP_mucho","","",""
68727,"CAMP_mucho","","OPTI_mucho","","","INDU_mucho","INDP_mucho","TIRO_mucho","",""
68744,"CAMP_poco","","OPTI_mucho","PESC_poco","","","","","","INST_poco"
68750,"","PESP_poco","OPTI_mucho","","","","","","",""
68769,"CAMP_poco","","OPTI_mucho","","","","","","",""
68778,"CAMP_poco","PESP_mucho","","PESC_poco","PESR_medio","","INDP_poco","","",""
68780,"","PESP_mucho","","","","INDU_poco","","","",""
68789,"CAMP_mucho","","OPTI_mucho","","","","","TIRO_poco","","INST_poco"
68802,"CAMP_medio","PESP_medio","OPTI_medio","PESC_poco","PESR_poco","","","","CUCH_poco","INST_poco"
68813,"CAMP_mucho","","","","","","","","",""
68828,"CAMP_mucho","PESP_mucho","","PESC_poco","PESR_medio","INDU_poco","INDP_mucho","","",""
68829,"CAMP_medio","PESP_medio","OPTI_poco","PESC_medio","PESR_medio","","INDP_poco","","CUCH_poco",""
68871,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_medio","","TIRO_poco","",""
68894,"CAMP_medio","PESP_poco","","","","INDU_poco","","","",""
68896,"CAMP_mucho","","","","","","","","CUCH_poco",""
68907,"CAMP_mucho","PESP_poco","","","","INDU_mucho","INDP_medio","","",""
68975,"CAMP_mucho","","OPTI_medio","","","INDU_medio","INDP_mucho","TIRO_poco","CUCH_poco",""
68992,"CAMP_poco","","OPTI_poco","","","","","","","INST_poco"
69009,"","PESP_medio","","","","","INDP_medio","","",""
69032,"CAMP_mucho","PESP_mucho","OPTI_poco","","PESR_poco","","INDP_medio","TIRO_medio","CUCH_poco",""
69058,"","PESP_poco","","PESC_medio","","INDU_poco","INDP_medio","","",""
69080,"CAMP_mucho","PESP_mucho","OPTI_mucho","","","INDU_medio","","TIRO_mucho","",""
69089,"","","OPTI_mucho","","","","","","",""
69097,"CAMP_mucho","PESP_mucho","","","","INDU_mucho","INDP_mucho","TIRO_medio","CUCH_poco",""
69100,"","PESP_medio","","","","","","","",""
69125,"CAMP_mucho","PESP_mucho","","","","","","","",""
69135,"CAMP_mucho","","OPTI_mucho","","","INDU_poco","","","","INST_poco"
69142,"","","OPTI_mucho","","","","","","","INST_poco"
69145,"CAMP_medio","","OPTI_mucho","","","","","TIRO_poco","CUCH_poco","INST_medio"
69147,"","","OPTI_mucho","","","","","","",""
69148,"CAMP_poco","","OPTI_mucho","","","","","","","INST_poco"
69170,"","","OPTI_medio","","","","","","","INST_poco"
69192,"CAMP_poco","","OPTI_medio","","","","","","","INST_poco"
69200,"","","","","","","INDP_mucho","","",""
69220,"","PESP_mucho","","PESC_mucho","PESR_medio","","","","",""
69252,"CAMP_mucho","","","PESC_medio","PESR_poco","INDU_mucho","","","",""
69259,"CAMP_mucho","","OPTI_mucho","","","INDU_mucho","","","CUCH_poco",""
69273,"CAMP_mucho","","OPTI_poco","","","","INDP_mucho","TIRO_medio","CUCH_medio",""
69277,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_mucho","INDU_mucho","","","",""
69297,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_medio","INDU_poco","INDP_poco","","",""
69310,"CAMP_mucho","PESP_medio","OPTI_mucho","PESC_medio","PESR_medio","INDU_medio","INDP_medio","TIRO_mucho","CUCH_poco",""
69337,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_poco","","CUCH_poco","INST_poco"
69347,"","","OPTI_mucho","","","INDU_medio","","TIRO_poco","","INST_poco"
69392,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","","INDP_medio","TIRO_mucho","",""
69413,"CAMP_poco","","OPTI_poco","","","","","","CUCH_medio",""
69438,"CAMP_poco","","OPTI_medio","","","INDU_poco","","TIRO_poco","CUCH_poco",""
69476,"CAMP_poco","","OPTI_mucho","","","","","","","INST_poco"
69506,"CAMP_mucho","","OPTI_mucho","","","","","TIRO_medio","",""
69527,"CAMP_mucho","PESP_medio","","","","","INDP_mucho","","",""
69555,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_poco","INDP_poco","TIRO_medio","CUCH_poco","INST_poco"
69560,"CAMP_medio","","","","","","","","",""
69580,"","","OPTI_mucho","","","","","","",""
69593,"CAMP_mucho","PESP_poco","OPTI_medio","","","INDU_medio","","TIRO_poco","","INST_poco"
69600,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_medio","INDU_mucho","INDP_mucho","TIRO_mucho","",""
69607,"CAMP_mucho","PESP_mucho","","","","INDU_medio","","TIRO_poco","",""
69618,"CAMP_medio","PESP_mucho","","PESC_medio","PESR_medio","INDU_poco","INDP_poco","","CUCH_poco",""
69664,"","PESP_poco","","PESC_poco","PESR_medio","","","","CUCH_poco",""
69672,"CAMP_poco","PESP_medio","","PESC_medio","","","","TIRO_poco","",""
69675,"CAMP_mucho","PESP_mucho","","PESC_poco","","","","TIRO_medio","",""
69713,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_medio","INDU_mucho","INDP_medio","TIRO_poco","",""
69721,"CAMP_medio","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","","","TIRO_poco","",""
69732,"CAMP_mucho","PESP_poco","","","","INDU_medio","","","",""
69743,"","PESP_mucho","","PESC_medio","PESR_medio","","","","",""
69750,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_medio","INDU_medio","INDP_medio","TIRO_mucho","",""
69799,"CAMP_mucho","PESP_medio","OPTI_poco","","","","INDP_mucho","TIRO_medio","",""
69800,"CAMP_medio","PESP_mucho","","PESC_poco","PESR_medio","INDU_medio","INDP_mucho","","CUCH_poco","INST_poco"
69810,"CAMP_poco","","","","","INDU_medio","","","",""
69824,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_medio","","","TIRO_poco","",""
69829,"CAMP_medio","PESP_poco","","PESC_medio","PESR_medio","INDU_poco","","TIRO_poco","",""
69835,"CAMP_medio","PESP_mucho","","","","","INDP_mucho","","",""
69868,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_mucho","INDU_medio","INDP_poco","","",""
69871,"CAMP_mucho","PESP_poco","","PESC_poco","","INDU_medio","INDP_medio","TIRO_medio","",""
69876,"CAMP_mucho","PESP_mucho","","","","INDU_mucho","INDP_poco","TIRO_medio","",""
69882,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","","","INDP_mucho","TIRO_medio","",""
69908,"CAMP_medio","","","","","","","","",""
69966,"CAMP_medio","PESP_medio","OPTI_poco","PESC_mucho","PESR_mucho","","INDP_medio","","",""
69989,"CAMP_mucho","PESP_poco","","PESC_medio","","INDU_poco","","","CUCH_poco",""
70036,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","CUCH_medio","INST_medio"
70064,"CAMP_mucho","","OPTI_mucho","","","","","","",""
70088,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_medio","","INDP_mucho","TIRO_poco","",""
70092,"","","","PESC_poco","PESR_poco","","","","",""
70161,"CAMP_poco","PESP_poco","OPTI_poco","","PESR_medio","INDU_medio","","","",""
70176,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","INDU_medio","INDP_medio","","",""
70178,"","PESP_medio","","","","","","","",""
70192,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_medio","TIRO_mucho","CUCH_poco",""
70202,"CAMP_mucho","","","","","","","","",""
70278,"","","OPTI_medio","","","","","","",""
70279,"CAMP_mucho","PESP_medio","OPTI_poco","","PESR_poco","INDU_medio","INDP_medio","TIRO_medio","CUCH_medio",""
70283,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_medio","",""
70294,"CAMP_mucho","PESP_mucho","","PESC_poco","PESR_medio","","","TIRO_medio","",""
70312,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_medio","CUCH_medio",""
70344,"CAMP_mucho","","OPTI_medio","","PESR_poco","INDU_medio","INDP_medio","TIRO_medio","CUCH_poco","INST_poco"
70348,"CAMP_mucho","PESP_poco","OPTI_medio","PESC_mucho","PESR_mucho","INDU_poco","","","",""
70359,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","",""
70361,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_poco","CUCH_medio","INST_poco"
70372,"CAMP_medio","","OPTI_mucho","","","INDU_poco","","TIRO_poco","",""
70379,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_poco","CUCH_poco","INST_medio"
70408,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_poco","CUCH_medio","INST_poco"
70427,"CAMP_medio","PESP_mucho","","PESC_poco","","INDU_poco","INDP_poco","TIRO_poco","",""
70442,"CAMP_mucho","PESP_poco","","","","","INDP_poco","TIRO_medio","",""
70448,"CAMP_medio","PESP_medio","","PESC_poco","PESR_medio","INDU_poco","","TIRO_poco","",""
70471,"CAMP_medio","PESP_medio","","","","","INDP_poco","","",""
70476,"CAMP_medio","PESP_mucho","","","PESR_medio","","","TIRO_medio","",""
70483,"CAMP_mucho","","OPTI_medio","","","INDU_mucho","","TIRO_medio","",""
70494,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_medio","INDU_medio","INDP_poco","TIRO_medio","",""
70495,"CAMP_medio","PESP_poco","OPTI_medio","","","","INDP_poco","","",""
70530,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","CUCH_poco","INST_poco"
70545,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","CUCH_medio",""
70556,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_medio","CUCH_mucho",""
70561,"","PESP_poco","","","","","","","",""
70579,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_medio","TIRO_medio","CUCH_poco",""
70590,"CAMP_mucho","PESP_medio","OPTI_poco","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_mucho","CUCH_poco",""
70593,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_medio","PESR_mucho","INDU_poco","INDP_poco","TIRO_poco","",""
70603,"CAMP_mucho","PESP_medio","OPTI_poco","PESC_poco","PESR_poco","INDU_medio","","","",""
70604,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","","INDP_medio","TIRO_mucho","",""
70616,"CAMP_mucho","","OPTI_poco","","","","INDP_mucho","","",""
70626,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_mucho","INDU_poco","INDP_medio","","",""
70674,"","PESP_medio","OPTI_poco","PESC_medio","PESR_medio","INDU_mucho","INDP_poco","","",""
70676,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_medio","TIRO_poco","","INST_poco"
70698,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_medio","PESR_medio","","INDP_medio","","","INST_poco"
70754,"","","OPTI_mucho","","","","","","",""
70755,"","PESP_medio","","PESC_medio","","","","","",""
70767,"CAMP_poco","PESP_medio","","","","INDU_poco","","TIRO_poco","",""
70768,"CAMP_medio","PESP_poco","","PESC_medio","PESR_medio","","","","",""
70780,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_poco","",""
70819,"CAMP_mucho","PESP_mucho","","","PESR_medio","INDU_poco","INDP_medio","","CUCH_poco",""
70821,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_poco","","","",""
70830,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_medio","INDU_medio","INDP_medio","TIRO_poco","",""
70833,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","","",""
70838,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_medio","","","",""
70839,"CAMP_mucho","PESP_medio","","PESC_mucho","PESR_mucho","INDU_medio","INDP_poco","","CUCH_poco",""
70861,"","","OPTI_poco","","","","","","",""
70863,"CAMP_medio","","OPTI_medio","","","","","","",""
70874,"","","OPTI_mucho","","","","","","",""
70899,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_poco","INDP_medio","TIRO_poco","",""
70901,"","PESP_medio","OPTI_poco","PESC_poco","PESR_medio","","","","",""
70906,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_poco","INDP_medio","","CUCH_poco","INST_poco"
