cliente,CAMPNG,PESCA.1,OPTICA.1,PESCA.CA.AS,PESCA.REELS.1,INDU,INDU.Y.PESCA,TIRO.Y.DEF,CUCHILL,INSTRU
70908,"CAMP_mucho","PESP_medio","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_poco","TIRO_mucho","CUCH_poco","INST_poco"
70920,"CAMP_mucho","PESP_poco","OPTI_poco","PESC_medio","PESR_medio","","","","",""
70921,"CAMP_poco","","OPTI_mucho","","","","","","",""
70929,"","","OPTI_medio","","","","","","",""
70941,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_poco","INDP_mucho","TIRO_medio","",""
70955,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_medio","CUCH_medio","INST_poco"
70965,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","",""
70968,"CAMP_medio","PESP_medio","OPTI_medio","PESC_poco","PESR_medio","","","","",""
70974,"CAMP_medio","","OPTI_mucho","","","","","","",""
70996,"CAMP_medio","PESP_mucho","OPTI_medio","PESC_medio","PESR_poco","","","TIRO_medio","CUCH_poco",""
71003,"CAMP_poco","","","PESC_mucho","PESR_medio","INDU_poco","","","CUCH_poco",""
71006,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","CUCH_medio","INST_poco"
71014,"CAMP_medio","PESP_medio","OPTI_poco","","","","","","",""
71018,"","PESP_mucho","","PESC_mucho","PESR_mucho","","","","",""
71020,"CAMP_mucho","PESP_medio","OPTI_mucho","","PESR_mucho","INDU_medio","","TIRO_mucho","CUCH_medio",""
71023,"CAMP_mucho","PESP_mucho","","","","","","","",""
71025,"CAMP_mucho","","OPTI_poco","","","INDU_medio","","TIRO_poco","CUCH_poco",""
71033,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","","","TIRO_poco","CUCH_poco",""
71049,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","INDU_mucho","INDP_medio","TIRO_poco","","INST_poco"
71099,"CAMP_mucho","","OPTI_poco","","PESR_poco","INDU_medio","INDP_poco","","CUCH_poco",""
71106,"CAMP_medio","PESP_mucho","OPTI_medio","","PESR_medio","INDU_medio","INDP_medio","TIRO_medio","",""
71118,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_mucho","",""
71134,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_mucho","PESR_poco","INDU_poco","INDP_medio","TIRO_poco","",""
71136,"CAMP_medio","","","","","","","","",""
71137,"CAMP_poco","PESP_medio","","PESC_poco","PESR_poco","","","","",""
71150,"CAMP_poco","PESP_medio","OPTI_medio","PESC_poco","PESR_medio","","INDP_medio","TIRO_medio","",""
71154,"CAMP_poco","","","","","","","","",""
71164,"CAMP_poco","","OPTI_mucho","","","","","","",""
71167,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","","","TIRO_medio","",""
71186,"","PESP_medio","","PESC_mucho","PESR_mucho","","","","",""
71193,"CAMP_poco","PESP_medio","","PESC_mucho","PESR_mucho","INDU_poco","INDP_medio","TIRO_poco","",""
71199,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_poco","INDU_medio","INDP_poco","TIRO_poco","","INST_poco"
71200,"CAMP_medio","","OPTI_medio","","","","","","",""
71201,"CAMP_mucho","","OPTI_mucho","","","","","TIRO_medio","CUCH_poco","INST_poco"
71206,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_medio","PESR_poco","INDU_mucho","INDP_poco","TIRO_poco","",""
71210,"","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71212,"","","","PESC_medio","PESR_medio","","","","",""
71213,"CAMP_mucho","","","","","","","","",""
71214,"","PESP_poco","","","","INDU_poco","INDP_medio","","",""
71221,"","PESP_poco","","PESC_poco","","","","","",""
71222,"CAMP_medio","","OPTI_mucho","","","","","","","INST_poco"
71226,"","PESP_medio","","PESC_medio","","","INDP_mucho","","",""
71228,"CAMP_mucho","","","","","INDU_medio","","","",""
71235,"CAMP_medio","","OPTI_medio","","","","","","",""
71236,"CAMP_poco","","OPTI_mucho","","","","","","",""
71237,"CAMP_poco","","","PESC_medio","PESR_medio","","","","",""
71238,"CAMP_mucho","","OPTI_poco","","","INDU_medio","","TIRO_poco","",""
71241,"","PESP_poco","","PESC_mucho","PESR_medio","","","","CUCH_poco",""
71242,"","","","PESC_medio","PESR_medio","","","","",""
71247,"CAMP_medio","","","","","","","","",""
71257,"","","OPTI_mucho","","","","","","",""
71258,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_medio","","INDP_poco","TIRO_poco","",""
71261,"CAMP_mucho","","","PESC_mucho","PESR_mucho","","INDP_poco","","",""
71270,"CAMP_mucho","PESP_mucho","","","PESR_medio","INDU_poco","INDP_mucho","TIRO_poco","CUCH_poco",""
71272,"CAMP_mucho","PESP_medio","","PESC_poco","PESR_poco","INDU_medio","","","",""
71279,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_medio","INDP_medio","","",""
71282,"CAMP_mucho","","","","","INDU_mucho","","","",""
71286,"CAMP_mucho","","","","","","","","",""
71290,"CAMP_mucho","PESP_mucho","OPTI_poco","","","INDU_poco","INDP_mucho","","CUCH_poco",""
71291,"CAMP_mucho","","OPTI_mucho","","","","","TIRO_poco","CUCH_poco",""
71292,"CAMP_mucho","","","","","","","","",""
71296,"","","OPTI_mucho","","","","","","",""
71297,"","PESP_mucho","","","","","INDP_medio","","",""
71301,"CAMP_medio","PESP_medio","","PESC_poco","PESR_poco","","","","","INST_poco"
71303,"CAMP_medio","","","","","","","","",""
71304,"CAMP_poco","PESP_poco","","PESC_poco","PESR_poco","INDU_poco","","","",""
71307,"CAMP_medio","PESP_medio","","","","","","TIRO_poco","CUCH_poco",""
71308,"","PESP_mucho","","PESC_medio","PESR_medio","","","","",""
71316,"","PESP_medio","","PESC_medio","PESR_poco","INDU_poco","INDP_medio","TIRO_poco","",""
71321,"CAMP_poco","PESP_mucho","","","PESR_poco","","","","",""
71322,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_poco","","INDP_poco","","",""
71323,"CAMP_medio","PESP_poco","","","","","","","",""
71325,"CAMP_mucho","PESP_medio","OPTI_poco","","","INDU_medio","INDP_medio","","",""
71328,"","PESP_medio","","","","","","","",""
71329,"CAMP_poco","PESP_poco","","PESC_poco","","","","","",""
71331,"CAMP_mucho","","OPTI_medio","PESC_poco","PESR_poco","INDU_mucho","INDP_medio","TIRO_poco","CUCH_poco","INST_poco"
71333,"CAMP_poco","","OPTI_medio","","","","","","",""
71338,"CAMP_poco","","","","","INDU_poco","","TIRO_medio","",""
71344,"CAMP_poco","","","","","","","","",""
71350,"","","OPTI_poco","","","","","","",""
71351,"","","","","","INDU_poco","","","",""
71353,"CAMP_poco","PESP_poco","","PESC_medio","PESR_medio","","","","","INST_poco"
71355,"CAMP_medio","","OPTI_mucho","","PESR_poco","","","","","INST_poco"
71369,"CAMP_medio","PESP_medio","","PESC_poco","","","INDP_mucho","","",""
71372,"CAMP_poco","PESP_poco","OPTI_poco","","","INDU_poco","INDP_poco","TIRO_poco","",""
71373,"CAMP_mucho","","OPTI_poco","","","INDU_poco","","","",""
71374,"","","OPTI_medio","","","","","","",""
71376,"CAMP_poco","","","","","","","","",""
71378,"CAMP_mucho","","","","","INDU_mucho","","","",""
71383,"CAMP_medio","PESP_medio","","PESC_poco","PESR_medio","","","","",""
71389,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_mucho","PESR_medio","INDU_mucho","INDP_medio","","",""
71390,"CAMP_mucho","","","PESC_mucho","","INDU_mucho","","","",""
71395,"CAMP_poco","PESP_medio","","","","INDU_mucho","","","CUCH_poco",""
71398,"","PESP_medio","","PESC_mucho","PESR_medio","","","","",""
71401,"CAMP_medio","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_poco","","","",""
71402,"CAMP_mucho","PESP_poco","","","","INDU_poco","","TIRO_poco","",""
71406,"CAMP_medio","","","","","INDU_medio","","","",""
71409,"CAMP_poco","","OPTI_mucho","","","","","","",""
71410,"CAMP_mucho","PESP_mucho","OPTI_medio","","","","INDP_mucho","TIRO_poco","",""
71412,"CAMP_medio","","","","","","","","",""
71414,"","","","","","INDU_poco","","","",""
71416,"","PESP_medio","","PESC_mucho","PESR_mucho","","","","",""
71417,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_mucho","PESR_mucho","","INDP_poco","","",""
71420,"CAMP_medio","PESP_medio","","PESC_medio","PESR_medio","INDU_poco","","","",""
71424,"CAMP_poco","","OPTI_medio","","","","","TIRO_poco","",""
71425,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_poco","PESR_poco","INDU_medio","INDP_medio","TIRO_medio","",""
71426,"CAMP_poco","","OPTI_poco","","","","","TIRO_poco","",""
71428,"CAMP_poco","","OPTI_mucho","","","","","","",""
71430,"CAMP_mucho","PESP_poco","OPTI_poco","","PESR_poco","","","TIRO_poco","CUCH_poco","INST_poco"
71431,"CAMP_poco","","OPTI_medio","","","","","","",""
71432,"CAMP_mucho","PESP_medio","OPTI_mucho","PESC_medio","PESR_medio","INDU_poco","INDP_mucho","TIRO_poco","",""
71434,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_medio","","INST_mucho"
71436,"CAMP_mucho","PESP_poco","OPTI_poco","","","INDU_poco","INDP_medio","","",""
71439,"CAMP_medio","","","","","","","","",""
71441,"","","OPTI_mucho","","","","","","",""
71442,"CAMP_poco","","OPTI_mucho","","","","","","",""
71444,"","PESP_medio","","","","","INDP_medio","TIRO_poco","",""
71450,"","","OPTI_medio","","","","","","",""
71454,"CAMP_poco","","","","","","INDP_medio","","",""
71458,"","","OPTI_mucho","","","","","","","INST_poco"
71461,"CAMP_poco","","OPTI_mucho","","","","","","","INST_poco"
71466,"","","OPTI_medio","","","","","","",""
71468,"CAMP_mucho","","","","","","INDP_medio","","",""
71473,"CAMP_medio","PESP_poco","","PESC_medio","PESR_poco","","","TIRO_poco","",""
71476,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_poco","","INDP_poco","","",""
71478,"","","OPTI_poco","","","","","","",""
71483,"CAMP_mucho","","","","","INDU_poco","","TIRO_poco","",""
71490,"CAMP_mucho","PESP_poco","OPTI_medio","PESC_poco","PESR_poco","INDU_mucho","","","CUCH_poco",""
71491,"CAMP_mucho","","","","","","","","CUCH_poco",""
71494,"CAMP_poco","","","","","","","","",""
71497,"","","OPTI_medio","","","","","","",""
71502,"CAMP_poco","PESP_medio","","PESC_medio","PESR_poco","","","","CUCH_poco",""
71503,"CAMP_medio","","","","","INDU_medio","","","",""
71504,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_poco","","INDU_medio","","TIRO_medio","",""
71510,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_medio","","INDU_poco","INDP_mucho","TIRO_poco","",""
71517,"CAMP_medio","","","","","INDU_medio","","","",""
71518,"CAMP_medio","PESP_medio","OPTI_medio","","","INDU_poco","INDP_poco","","CUCH_poco",""
71520,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_mucho","PESR_medio","","INDP_medio","","CUCH_poco",""
71522,"CAMP_poco","","OPTI_mucho","","","","","","",""
71524,"CAMP_medio","PESP_mucho","","PESC_medio","PESR_mucho","INDU_poco","","","",""
71525,"CAMP_poco","","OPTI_medio","","","","","","","INST_poco"
71527,"CAMP_medio","","OPTI_mucho","","","","","","",""
71534,"CAMP_medio","PESP_medio","","PESC_medio","PESR_medio","INDU_poco","","","",""
71538,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_poco","PESR_medio","INDU_medio","","TIRO_mucho","CUCH_poco","INST_poco"
71543,"CAMP_poco","PESP_medio","","PESC_medio","PESR_medio","","","TIRO_poco","",""
71545,"CAMP_poco","","OPTI_medio","","","","","","",""
71553,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","","INDP_mucho","","",""
71554,"CAMP_poco","","","","","","","","",""
71558,"","PESP_mucho","","","PESR_poco","","","","",""
71560,"CAMP_mucho","","OPTI_medio","","","INDU_medio","","TIRO_poco","CUCH_poco",""
71566,"","PESP_medio","","PESC_poco","PESR_poco","INDU_poco","","","",""
71567,"CAMP_mucho","","OPTI_medio","","","INDU_mucho","INDP_poco","TIRO_poco","",""
71570,"CAMP_mucho","PESP_poco","","","","INDU_medio","","TIRO_poco","CUCH_poco",""
71575,"","","OPTI_mucho","","","","","","",""
71579,"CAMP_poco","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71580,"CAMP_poco","","OPTI_medio","","","","","","",""
71581,"CAMP_medio","PESP_medio","","PESC_poco","PESR_medio","","","","CUCH_poco",""
71582,"CAMP_medio","PESP_medio","","","PESR_medio","","","","CUCH_poco",""
71585,"CAMP_mucho","PESP_mucho","","","","","INDP_medio","TIRO_poco","CUCH_poco","INST_poco"
71586,"CAMP_mucho","","OPTI_medio","","","INDU_medio","","","",""
71588,"CAMP_poco","","OPTI_poco","","","","","","","INST_poco"
71594,"CAMP_poco","PESP_mucho","","PESC_medio","PESR_mucho","","","","CUCH_medio",""
71596,"","PESP_medio","","PESC_mucho","PESR_medio","","","","CUCH_poco",""
71598,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_medio","INDU_medio","INDP_mucho","TIRO_medio","CUCH_medio","INST_poco"
71599,"CAMP_medio","","OPTI_poco","","","INDU_poco","INDP_poco","TIRO_poco","CUCH_poco","INST_poco"
71602,"CAMP_mucho","","","","","","","","",""
71613,"CAMP_medio","PESP_mucho","OPTI_poco","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","","",""
71614,"CAMP_mucho","PESP_medio","","PESC_mucho","","","INDP_mucho","","",""
71615,"CAMP_mucho","","","","","INDU_mucho","","","",""
71618,"CAMP_poco","PESP_medio","","PESC_medio","PESR_medio","","","TIRO_poco","",""
71619,"","PESP_medio","","","","","","","",""
71620,"CAMP_medio","","","","","","","","CUCH_poco",""
71631,"CAMP_mucho","PESP_medio","OPTI_poco","PESC_mucho","PESR_mucho","INDU_mucho","","TIRO_poco","CUCH_poco",""
71633,"CAMP_mucho","PESP_medio","OPTI_medio","PESC_medio","PESR_medio","INDU_poco","INDP_poco","TIRO_medio","CUCH_poco",""
71635,"CAMP_mucho","","","","","","","","",""
71641,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_poco","INDP_medio","TIRO_medio","CUCH_poco",""
71644,"","","","","","INDU_mucho","","","",""
71647,"","PESP_poco","","","","","","","",""
71649,"CAMP_mucho","","","","","INDU_medio","INDP_medio","TIRO_mucho","",""
71652,"","","OPTI_medio","","","","","","",""
71654,"","PESP_medio","","PESC_medio","PESR_medio","","","","",""
71655,"CAMP_medio","","","","","","","","",""
71657,"CAMP_medio","","","","","INDU_mucho","","","",""
71662,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_poco","INDP_medio","TIRO_mucho","",""
71667,"CAMP_poco","","OPTI_medio","","","","","TIRO_poco","","INST_poco"
71668,"CAMP_mucho","","","","","","","","",""
71669,"","PESP_medio","","","PESR_poco","","","","",""
71670,"CAMP_mucho","PESP_poco","OPTI_poco","PESC_poco","PESR_poco","INDU_medio","","","CUCH_medio",""
71671,"","","OPTI_poco","","","","","","",""
71672,"CAMP_poco","","OPTI_mucho","","","","","","",""
71673,"CAMP_poco","PESP_medio","","PESC_poco","PESR_medio","","","","CUCH_poco",""
71674,"CAMP_poco","PESP_mucho","","","","INDU_mucho","","","",""
71675,"CAMP_medio","PESP_medio","OPTI_poco","","","","","","","INST_poco"
71685,"","","","","","","INDP_medio","","",""
71686,"CAMP_medio","","OPTI_medio","","","","","","",""
71687,"CAMP_mucho","","","","","INDU_poco","","","",""
71689,"CAMP_poco","PESP_poco","","PESC_medio","PESR_poco","","INDP_poco","","",""
71690,"CAMP_mucho","PESP_poco","OPTI_poco","PESC_poco","PESR_poco","INDU_medio","","TIRO_poco","","INST_poco"
71691,"","PESP_mucho","","","PESR_poco","","","","",""
71692,"CAMP_poco","","OPTI_medio","","","","","","",""
71693,"CAMP_poco","PESP_mucho","","PESC_medio","","","INDP_poco","","",""
71694,"CAMP_medio","","OPTI_poco","","","INDU_medio","","","","INST_poco"
71695,"CAMP_poco","","","","","","","","",""
71696,"","","OPTI_medio","","","","","","",""
71697,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","","INDP_medio","","CUCH_poco","INST_poco"
71699,"CAMP_mucho","PESP_mucho","OPTI_medio","","PESR_mucho","INDU_mucho","","TIRO_medio","",""
71700,"","","OPTI_medio","","","","","","","INST_poco"
71702,"","PESP_mucho","OPTI_poco","PESC_poco","PESR_medio","INDU_poco","INDP_poco","TIRO_poco","",""
71703,"CAMP_medio","","","","","","","","",""
71705,"","","OPTI_medio","","","","","","",""
71707,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_poco","INDP_medio","","",""
71708,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_mucho","INDU_mucho","INDP_medio","","CUCH_poco",""
71710,"CAMP_mucho","","OPTI_medio","","","INDU_poco","INDP_poco","","",""
71712,"CAMP_poco","","OPTI_medio","PESC_medio","PESR_poco","","","","",""
71713,"CAMP_poco","","","","","","","","",""
71714,"","","","PESC_mucho","PESR_mucho","","","","",""
71715,"CAMP_medio","PESP_medio","","","PESR_poco","","","TIRO_poco","",""
71716,"","","","","","","INDP_medio","","",""
71717,"CAMP_poco","","OPTI_medio","","","","","","","INST_poco"
71718,"CAMP_medio","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71719,"","","","PESC_medio","PESR_medio","","","","",""
71721,"","","OPTI_medio","","","","","","",""
71722,"","","","PESC_medio","","","","","",""
71723,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_medio","PESR_poco","INDU_poco","INDP_medio","","",""
71724,"","","","PESC_medio","PESR_poco","","","","",""
71725,"CAMP_mucho","","","","","","","","",""
71726,"","","OPTI_medio","","","","","TIRO_poco","","INST_poco"
71727,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_poco","","","CUCH_poco",""
71728,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_medio","PESR_medio","INDU_mucho","INDP_mucho","TIRO_mucho","",""
71729,"","","OPTI_mucho","","","","","","",""
71730,"CAMP_medio","PESP_medio","","PESC_poco","PESR_medio","INDU_poco","INDP_poco","","",""
71731,"CAMP_mucho","","","","","","","","",""
71732,"CAMP_mucho","","OPTI_medio","","","INDU_mucho","","","",""
71733,"CAMP_mucho","","","","","INDU_medio","INDP_poco","TIRO_poco","CUCH_poco",""
71734,"CAMP_medio","PESP_medio","","PESC_mucho","PESR_mucho","INDU_medio","","","CUCH_poco",""
71735,"CAMP_mucho","","","","","","","","",""
71736,"CAMP_poco","PESP_medio","OPTI_medio","","","","","","CUCH_poco",""
71737,"","PESP_mucho","","PESC_poco","PESR_poco","","","","",""
71738,"CAMP_poco","PESP_medio","","PESC_medio","PESR_medio","","","","CUCH_poco",""
71739,"CAMP_poco","","OPTI_poco","","","INDU_poco","","","","INST_mucho"
71740,"","","OPTI_medio","","","","","","",""
71741,"CAMP_medio","PESP_poco","","","","INDU_medio","","","","INST_poco"
71742,"CAMP_medio","","OPTI_mucho","","","","","","CUCH_poco",""
71743,"CAMP_poco","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71744,"","PESP_mucho","","PESC_poco","PESR_poco","","","","",""
71745,"CAMP_medio","PESP_poco","OPTI_poco","","","","","","CUCH_medio",""
71746,"","PESP_medio","","PESC_medio","PESR_medio","","","","CUCH_poco",""
71747,"CAMP_medio","PESP_poco","OPTI_medio","","","INDU_poco","","TIRO_medio","CUCH_poco",""
71748,"","","OPTI_medio","","","","","","",""
71749,"CAMP_mucho","","","","","","","","",""
71750,"","","","PESC_mucho","PESR_mucho","","","","",""
71751,"CAMP_poco","","OPTI_mucho","PESC_poco","PESR_poco","","","","",""
71752,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_poco","INDP_mucho","TIRO_mucho","CUCH_medio",""
71753,"CAMP_mucho","","","","","INDU_mucho","INDP_medio","","",""
71754,"CAMP_poco","","OPTI_mucho","","","","","","",""
71755,"","","","","","INDU_mucho","","","",""
71756,"CAMP_poco","","","","","","","","",""
71757,"CAMP_medio","","OPTI_medio","","","INDU_medio","","","CUCH_poco",""
71758,"CAMP_poco","","OPTI_medio","","","","","","",""
71759,"CAMP_mucho","","","","","","","","CUCH_poco",""
71760,"","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71761,"","","OPTI_medio","","","","","","",""
71762,"","PESP_medio","","","","","INDP_poco","","",""
71763,"CAMP_mucho","","OPTI_medio","","","","","TIRO_medio","",""
71764,"","","","PESC_poco","","","","","",""
71765,"","","OPTI_medio","","","","","","",""
71766,"CAMP_poco","","OPTI_medio","","","","","","",""
71767,"","PESP_poco","","PESC_poco","PESR_poco","","","","",""
71768,"","","OPTI_mucho","","","","","","",""
71769,"CAMP_mucho","","","","","","","","",""
71770,"CAMP_poco","PESP_medio","","PESC_poco","PESR_poco","","","","",""
71771,"","","OPTI_mucho","","","","","","",""
71772,"","","","PESC_mucho","PESR_mucho","","","","",""
71773,"CAMP_medio","PESP_medio","OPTI_poco","","","","","","",""
71774,"CAMP_medio","PESP_medio","","PESC_medio","PESR_poco","","","","",""
71775,"CAMP_mucho","","OPTI_medio","","","","","TIRO_medio","",""
71776,"","PESP_poco","","","PESR_medio","INDU_poco","","","",""
71777,"CAMP_mucho","","","","","","","","",""
71779,"","","OPTI_mucho","","","","","","",""
71780,"","","","","","","INDP_mucho","","",""
71781,"CAMP_mucho","","","","","","","","",""
71782,"CAMP_medio","","","","","","","","",""
71785,"CAMP_medio","","","","","","","","",""
