venta_id,categoria,monto_total
2249,CAMP,2656
2250,OPTI,3120
2251,INST,1036
2251,OPTI,9006
2252,CAMP,760
2253,CAMP,17216
2253,PESP,900
2254,CAMP,1401
2255,INST,429
2255,OPTI,2126
2256,CAMP,3340
2257,INDU,4692
2258,OPTI,1033
2259,OPTI,6557
2260,INDU,2770
2261,PESP,4236
2262,OPTI,4933
2263,OPTI,25337
2263,PESC,11392
2264,OPTI,3095
2266,PESP,0
2267,OPTI,687
2269,OPTI,1602
2270,CAMP,2336
2270,INDU,832
2270,TIRO,231
2271,CAMP,21528
2271,INDU,37800
2272,INDU,3210
2273,PESC,1474
2273,PESR,1493
2274,CAMP,20452
2275,CAMP,23804
2276,CAMP,13740
2277,CAMP,14594
2278,OPTI,3662
2279,CAMP,7462
2279,INDP,1744
2279,OPTI,156
2279,PESP,146
2280,PESC,7786
2281,CAMP,11736
2281,INDU,5672
2281,PESC,3408
2281,PESP,13910
2281,PESR,3432
2282,INDU,2058
2283,CAMP,9612
2284,CAMP,5674
2284,INDP,3488
2284,PESP,771
2286,CAMP,420
2286,PESC,10182
2286,PESP,3971
2286,PESR,7979
2287,CAMP,11345
2287,INDU,6734
2288,INDU,847
2289,CAMP,72274
2289,PESP,4872
2290,OPTI,920
2291,CAMP,46673
2291,INDP,15696
2292,CAMP,150
2293,CAMP,3159
2294,INST,161
2294,OPTI,1756
2294,PESP,280
2295,CAMP,6406
2295,PESP,1629
2295,PESR,2732
2296,CAMP,1260
2296,OPTI,2472
2297,CAMP,1221
2298,CAMP,3277
2300,CAMP,3646
2300,TIRO,1290
2301,CAMP,40411
2302,INDU,3168
2303,OPTI,26468
2304,CAMP,1376
2304,OPTI,5611
2305,PESP,1830
2307,CAMP,17276
2308,CAMP,16338
2309,OPTI,9117
2310,CAMP,1433
2310,INDU,1956
2311,CAMP,250
2311,OPTI,19631
2312,OPTI,4164
2313,CAMP,27504
2314,OPTI,1974
2315,CAMP,22296
2316,OPTI,5625
2317,PESP,0
2318,OPTI,6165
2319,CAMP,216
2319,OPTI,6015
2320,OPTI,6150
2321,OPTI,20500
2322,CAMP,1330
2323,OPTI,9310
2324,OPTI,5125
2325,CAMP,26952
2325,INDP,1306
2325,OPTI,1124
2325,PESC,2412
2325,PESP,6018
2325,PESR,2110
2326,INDU,11082
2327,OPTI,7573
2328,CAMP,6944
2328,INDU,1664
2328,OPTI,2810
2328,PESC,966
2328,PESP,2354
2328,PESR,2275
2329,CAMP,16280
2330,CAMP,4670
2330,CUCH,710
2331,CAMP,6770
2331,OPTI,35266
2332,CAMP,4712
2333,PESP,0
2334,CAMP,16645
2334,OPTI,1914
2334,PESP,1950
2336,PESP,32588
2337,INDU,8560
2339,CAMP,5728
2340,CAMP,8264
2340,PESP,34272
2341,CAMP,35688
2341,INDP,6056
2341,INDU,792
2341,PESP,11966
2342,PESC,10560
2342,PESP,2648
2342,PESR,20189
2343,CAMP,2934
2344,INDU,6948
2345,PESP,8054
2346,OPTI,46402
2347,OPTI,15960
2347,TIRO,24636
2348,CAMP,13310
2349,CAMP,25004
2350,CAMP,21104
2350,INDU,1032
2350,OPTI,4580
2350,PESC,2784
2351,CAMP,237
2351,OPTI,1716
2352,CAMP,359
2352,OPTI,3616
2353,CAMP,16815
2353,PESP,146
2354,CAMP,46482
2354,PESP,4202
2354,TIRO,3850
2355,OPTI,38567
2356,OPTI,1005
2357,OPTI,3948
2358,CAMP,0
2359,INDU,2376
2359,PESP,6457
2360,CAMP,2591
2362,CAMP,10140
2363,CAMP,598
2363,INST,520
2364,CAMP,16197
2365,CAMP,1700
2366,OPTI,3648
2367,CAMP,10260
2368,CAMP,6554
2368,INDP,8752
2369,CAMP,3637
2370,CAMP,9450
2370,CUCH,284
2370,INDU,2822
2370,PESR,836
2371,CAMP,330
2372,CAMP,660
2373,CAMP,1980
2374,CAMP,1320
2374,PESP,520
2375,PESC,5082
2375,PESP,0
2376,CAMP,4788
2376,PESC,1412
2377,CAMP,20900
2377,OPTI,3721
2377,PESC,1188
2377,PESP,10780
2377,TIRO,3514
2378,CAMP,1980
2378,OPTI,2292
2378,TIRO,522
2379,INDP,8406
2381,PESC,16038
2381,PESR,6402
2382,CAMP,7922
2382,TIRO,1332
2383,CAMP,59792
2384,CAMP,1227
2384,INDU,1668
2384,TIRO,1044
2385,CAMP,15529
2386,INDP,8406
2387,CAMP,13938
2388,CAMP,24017
2388,INDU,6394
2388,OPTI,2928
2388,PESP,5760
2389,PESC,10553
2389,PESR,11295
2390,INDU,518
2390,PESR,1092
2391,CAMP,7176
2392,OPTI,3285
2393,CAMP,1254
2394,OPTI,3768
2395,CAMP,405
2395,OPTI,6465
2396,CAMP,42902
2396,OPTI,2885
2397,CAMP,1843
2398,OPTI,1589
2399,CAMP,181366
2400,OPTI,4200
2400,PESC,1776
2400,PESR,812
2401,CAMP,32059
2401,CUCH,600
2401,TIRO,1152
2403,CAMP,8992
2403,OPTI,6242
2403,PESC,835
2403,PESR,906
2404,CAMP,10667
2404,INST,104
2404,PESC,560
2404,PESP,9148
2404,PESR,906
2405,CAMP,164
2406,CAMP,1560
2407,OPTI,20223
2408,CAMP,17184
2409,OPTI,3499
2410,CAMP,2121
2411,INDU,2648
2412,CAMP,23720
2413,OPTI,1005
2414,CAMP,9480
2415,PESP,13869
2416,CAMP,1026
2416,CUCH,1910
2416,PESP,1164
2416,PESR,3495
2417,CAMP,7230
2429,INDP,4376
2430,CAMP,302
2430,CUCH,474
2430,INST,130
2430,OPTI,2950
2431,CAMP,141
2431,OPTI,9366
2435,CAMP,60
2436,CAMP,668
2436,INDP,4376
2436,INDU,852
2436,PESP,1428
2437,CAMP,3450
2438,OPTI,1388
2439,OPTI,11236
2440,INDU,1308
2441,CUCH,799
2441,OPTI,252
2442,CAMP,1888
2442,INDU,5424
2443,CAMP,26818
2444,CAMP,2586
2444,INDP,784
2444,OPTI,244
2444,PESP,1308
2445,CAMP,823
2445,INDP,872
2446,CAMP,7431
2446,INDU,6156
2447,CAMP,19416
2447,INDP,2188
2447,INDU,723
2447,PESC,696
2447,PESP,974
2447,TIRO,444
2448,OPTI,174
2456,INDU,6955
2458,CAMP,1032
2459,CAMP,1535
2459,OPTI,4580
2459,PESP,5220
2460,INDU,1072
2461,CAMP,9709
2461,INDU,1980
2462,PESP,0
2463,PESP,70
2464,CAMP,376
2464,OPTI,6611
2465,CAMP,1523
2465,OPTI,3966
2466,CAMP,226
2466,OPTI,11777
2467,CAMP,945
2467,OPTI,6506
2468,CAMP,89744
2469,PESC,15250
2470,PESC,9252
2470,PESR,756
2471,PESC,6100
2472,PESC,12200
2473,PESP,1935
2474,CAMP,5400
2474,INDU,2148
2474,PESP,145
2475,PESP,46880
2476,CAMP,16030
2476,INDP,2085
2476,OPTI,1374
2476,PESC,6760
2476,PESP,588
2476,PESR,2910
2477,CAMP,13070
2477,INDP,8922
2477,PESC,66292
2477,PESP,13450
2477,PESR,46710
2478,OPTI,6570
2479,PESP,1800
2479,PESR,33800
2480,OPTI,1952
2481,CAMP,4355
2482,INST,419
2483,OPTI,3331
2484,PESC,45750
2484,PESP,6420
2485,PESC,106750
2485,PESR,69188
2486,CAMP,53032
2487,PESP,6252
2487,PESR,4576
2488,CAMP,21544
2488,INDP,7906
2488,OPTI,6542
2488,PESR,963
2489,INDP,287
2489,PESC,4880
2489,PESR,642
2490,CAMP,7671
2491,OPTI,10725
2492,PESP,25240
2493,OPTI,9586
2494,CAMP,3800
2494,INDU,5360
2494,OPTI,771
2494,PESC,1452
2494,PESR,1047
2495,PESC,7320
2495,PESR,11034
2496,CAMP,37592
2496,CUCH,9232
2496,INDP,17844
2496,INDU,2904
2496,OPTI,2290
2496,TIRO,3474
2497,PESC,1220
2497,PESR,1176
2499,INDP,5240
2499,PESP,12417
2500,INDP,11456
2500,PESP,0
2501,CAMP,13673
2501,OPTI,2106
2503,PESP,2728
2504,CAMP,19062
2505,CAMP,5826
2506,OPTI,14530
2507,OPTI,9883
2508,PESC,773
2509,PESP,2240
2510,PESR,1510
2511,OPTI,638
2512,INST,362
2513,CAMP,37056
2513,PESP,0
2514,OPTI,3661
2515,OPTI,2196
2516,INDU,1372
2516,PESC,2745
2517,CAMP,8252
2517,CUCH,5857
2517,OPTI,3063
2517,PESP,656
2518,CAMP,1387
2519,PESC,9150
2519,PESP,7482
2520,PESP,3410
2521,PESC,15250
2521,PESR,24830
2522,OPTI,44873
2523,INDP,7452
2523,OPTI,1040
2523,PESC,943
2523,PESP,738
2524,OPTI,16476
2525,CAMP,2614
2525,PESP,9048
2526,PESP,11004
2527,PESC,1216
2527,PESP,610
2527,PESR,1570
2528,CAMP,1120
2528,CUCH,13500
2528,PESP,19116
2529,CAMP,1123
2529,INDP,1401
2529,PESC,2581
2529,PESP,1736
2529,PESR,1106
2530,PESP,73247
2532,PESC,14644
2532,PESR,17050
2533,INDU,8460
2534,CAMP,5075
2534,INDP,861
2534,OPTI,4452
2535,CAMP,25326
2536,CAMP,735
2536,CUCH,1188
2536,PESC,5986
2536,PESR,2002
2537,OPTI,5148
2538,INDP,1401
2539,CAMP,39375
2540,CAMP,72732
2541,CAMP,8302
2541,CUCH,1490
2541,INDU,2395
2541,OPTI,204
2541,PESC,11030
2541,PESP,2345
2541,PESR,7060
2541,TIRO,3272
2542,PESR,1702
2543,CAMP,13300
2544,OPTI,4002
2545,INDU,1125
2546,CAMP,3774
2547,CAMP,1218
2547,PESC,4056
2547,PESP,2721
2548,CAMP,10095
2549,CAMP,1286
2549,INDP,6564
2549,PESC,1830
2549,PESR,2584
2550,PESP,17534
2551,PESP,17874
2552,PESC,7687
2552,PESP,3299
2552,PESR,5979
2553,CAMP,54784
2554,CUCH,706
2554,PESP,3780
2555,CAMP,678
2556,CAMP,32084
2557,CAMP,56296
2558,CAMP,3020
2558,PESP,28810
2559,PESP,24009
2560,PESP,28860
2561,CAMP,10381
2561,CUCH,924
2561,INDU,792
2561,OPTI,1646
2561,PESP,1040
2561,TIRO,1862
2562,PESC,689
2563,OPTI,3969
2564,CAMP,2028
2565,INDU,1750
2565,OPTI,3549
2566,OPTI,3476
2567,INDP,2188
2567,PESC,7028
2567,PESR,3597
2568,PESP,19080
2569,PESC,3380
2569,PESR,3814
2569,TIRO,1325
2570,OPTI,11834
2571,CAMP,2254
2572,CAMP,12580
2572,TIRO,770
2574,OPTI,876
2575,OPTI,20556
2576,OPTI,8534
2577,CAMP,20548
2577,INDU,3168
2577,PESC,30500
2577,PESR,27620
2578,CAMP,33385
2578,INDP,3726
2578,PESP,1948
2579,INDU,13196
2580,PESP,6996
2581,INDP,872
2581,PESC,5194
2581,PESP,6323
2584,PESC,15250
2584,PESP,2870
2584,PESR,14550
2585,PESP,23680
2586,CAMP,8448
2586,PESC,2170
2586,PESP,6285
2586,PESR,2644
2587,CAMP,64946
2587,OPTI,4435
2587,PESC,14138
2587,PESP,20107
2587,PESR,18552
2588,PESP,1726
2588,TIRO,1704
2589,OPTI,2220
2591,CUCH,436
2591,PESC,8178
2591,PESP,15267
2591,PESR,6240
2592,OPTI,2050
2593,INDU,20520
2594,OPTI,5634
2595,PESC,8132
2596,PESC,1934
2596,PESR,7573
2597,CAMP,9836
2598,CAMP,4762
2598,INDP,2355
2598,INDU,3562
2599,CAMP,2352
2600,CAMP,1164
2601,OPTI,3660
2602,OPTI,804
2603,CAMP,23134
2604,INDU,5688
2605,PESP,6030
2606,CAMP,10227
2606,INDP,5517
2606,INDU,2916
2606,PESC,7932
2606,PESR,1812
2607,CAMP,1208
2607,INST,250
2607,OPTI,2770
2608,OPTI,1977
2609,CAMP,19192
2609,INDP,4663
2609,TIRO,3832
2610,OPTI,1784
2611,CAMP,960
2611,OPTI,7052
2612,OPTI,1108
2613,PESP,6816
2614,INDP,5232
2615,OPTI,12159
2616,CAMP,15584
2617,PESC,861
2617,PESP,649
2618,OPTI,6736
2619,CAMP,6844
2620,CAMP,12777
2621,CAMP,598
2621,INDU,2072
2621,PESC,610
2621,PESP,2017
2621,PESR,691
2622,PESC,23929
2622,PESP,11728
2622,PESR,20338
2623,CAMP,121
2623,OPTI,3065
2624,PESP,3600
2624,PESR,96520
2625,CAMP,2152
2626,OPTI,13024
2627,OPTI,402
2628,OPTI,4373
2629,CAMP,8370
2630,CAMP,443
2630,OPTI,2034
2631,CAMP,58144
2632,CAMP,15779
2633,CAMP,8400
2633,PESR,23810
2637,CAMP,54922
2638,CAMP,2662
2638,PESC,940
2638,PESR,1689
2639,OPTI,5938
2640,CAMP,15912
2641,INDP,3713
2642,INDP,2802
2643,CUCH,990
2643,OPTI,687
2643,PESR,2365
2643,TIRO,418
2644,CAMP,1635
2644,OPTI,804
2645,CAMP,0
2645,PESP,13680
2646,CAMP,1026
2646,PESR,4144
2647,PESP,3382
2647,PESR,4430
2648,CAMP,10456
2649,INDP,18213
2650,INDP,12704
2651,TIRO,15068
2652,CAMP,906
2652,OPTI,864
2653,CAMP,8518
2654,CAMP,438
2654,OPTI,5160
2655,PESP,26398
2656,CAMP,5228
2657,CAMP,2112
2658,OPTI,5738
2659,OPTI,738
2660,INDP,5604
2661,OPTI,14592
2662,CAMP,38076
2663,CAMP,11492
2664,OPTI,10385
2664,PESC,39935
2664,PESP,12100
2666,CAMP,3776
2667,PESC,1045
2668,CAMP,4242
2668,OPTI,3812
2669,CAMP,59332
2670,OPTI,9948
2671,CAMP,14535
2672,CAMP,13588
2672,INDP,872
2673,INDU,2520
2673,OPTI,9504
2674,CAMP,2340
2675,PESC,2079
2675,PESR,642
2676,CAMP,11345
2677,INDP,2188
2677,PESP,857
2678,CAMP,896
2678,OPTI,5921
2679,OPTI,990
2680,OPTI,402
2681,CAMP,3370
2682,OPTI,504
2683,OPTI,756
2684,CAMP,906
2684,OPTI,4368
2685,CAMP,9871
2685,CUCH,300
2685,OPTI,244
2685,PESP,1474
2685,TIRO,1828
2686,CAMP,16810
2686,INDU,9474
2686,OPTI,605
2686,TIRO,960
2687,INDP,26620
2687,PESC,34154
2687,PESP,55866
2687,PESR,52840
2687,TIRO,1369
2688,CAMP,1408
2689,INDU,1554
2689,OPTI,504
2689,TIRO,3171
2690,OPTI,1057
2691,CAMP,629
2692,CAMP,8635
2693,CAMP,29405
2693,INDP,6184
2693,OPTI,732
2693,PESP,3628
2693,TIRO,1290
2694,OPTI,24012
2695,OPTI,1206
2696,INDP,14010
2697,INDU,792
2697,PESR,3225
2697,TIRO,522
2698,OPTI,1602
2699,INST,224
2699,OPTI,10782
2699,PESP,166
2700,INDP,5948
2701,CAMP,22558
2701,INDP,872
2701,INDU,2169
2702,OPTI,3948
2702,PESP,11760
2703,CAMP,3369
2703,INDU,1584
2703,PESC,1014
2703,PESP,2025
2704,OPTI,6709
2705,CAMP,7783
2705,INDU,1472
2705,PESC,1088
2705,PESP,716
2705,PESR,1210
2705,TIRO,174
2706,CAMP,42110
2707,CAMP,7616
2707,OPTI,1480
2707,PESC,1176
2707,PESR,604
2707,TIRO,6089
2708,OPTI,8126
2709,INST,1698
2709,OPTI,2177
2711,CAMP,2410
2712,CAMP,4063
2712,OPTI,2041
2712,PESP,26484
2712,TIRO,9936
2713,OPTI,14454
2714,INDU,1072
2714,PESC,866
2714,PESR,1028
2715,CAMP,3277
2716,INST,440
2716,OPTI,2620
2717,OPTI,13347
2718,CAMP,43876
2719,PESP,6012
2720,OPTI,4504
2721,CAMP,755
2721,OPTI,13472
2722,CAMP,6554
2723,INDP,4203
2724,CAMP,7600
2725,CAMP,8448
2726,CAMP,2813
2726,OPTI,3901
2727,CAMP,1953
2728,CAMP,124644
2729,CAMP,788
2729,OPTI,660
2729,PESC,508
2729,PESR,1052
2730,CAMP,10908
2730,OPTI,2590
2730,PESC,1016
2730,PESR,604
2730,TIRO,348
2731,INDU,11004
2731,OPTI,732
2731,PESP,2214
2731,TIRO,6774
2732,INDP,2142
2732,PESP,19270
2733,CAMP,900
2734,CAMP,519
2736,CAMP,201
2737,CAMP,865
2737,INST,499
2737,OPTI,1950
2738,OPTI,9795
2739,CAMP,3776
2739,PESP,3794
2740,CAMP,1548
2740,PESP,1006
2741,CAMP,1032
2742,CAMP,5792
2742,PESC,1114
2743,CAMP,10533
2743,OPTI,1464
2743,PESP,2076
2743,PESR,906
2744,CAMP,13748
2744,INDU,1584
2744,PESC,4506
2744,PESP,914
2744,TIRO,592
2745,INDP,22962
2745,OPTI,3060
2745,PESC,12821
2745,PESP,65443
2745,PESR,12131
2746,OPTI,3078
2747,CAMP,325
2748,CAMP,7455
2748,INDP,1839
2748,INDU,940
2748,PESP,3493
2749,INST,130
2749,OPTI,1866
2750,CAMP,929
2750,OPTI,610
2750,TIRO,3300
2751,CAMP,52432
2752,OPTI,2560
2753,OPTI,3432
2754,CAMP,1559
2754,INDU,1072
2754,PESC,13477
2754,PESP,1320
2754,PESR,8587
2755,OPTI,13520
2756,PESP,32060
2757,CAMP,6500
2757,INDP,4376
2758,OPTI,2855
2758,PESP,1076
2758,PESR,1493
2759,PESC,2466
2761,CAMP,49440
2761,CUCH,137
2761,INDP,11090
2761,INDU,28272
2762,OPTI,6741
2763,PESP,5860
2764,OPTI,1024
2765,INST,318
2765,OPTI,3072
2766,CAMP,3277
2767,OPTI,3996
2767,TIRO,7740
2768,CAMP,114
2768,OPTI,12843
2769,OPTI,5892
2770,INDU,5056
2771,CAMP,3628
2771,PESP,0
2772,INDP,7800
2773,OPTI,2412
2774,CAMP,114
2774,OPTI,1647
2775,PESP,4370
2775,PESR,2072
2776,CAMP,384
2777,CAMP,888
2778,CAMP,10497
2778,INDU,1584
2778,PESP,856
2778,TIRO,308
2779,OPTI,12260
2780,OPTI,8557
2781,INDU,9378
2781,PESP,4176
2782,INDP,1839
2783,OPTI,1024
2786,OPTI,6278
2787,PESP,10062
2788,OPTI,16541
2789,CAMP,3432
2790,TIRO,488
2791,CAMP,2121
2791,TIRO,568
2792,OPTI,659
2793,CAMP,12164
2794,CAMP,629
2794,INDU,752
2794,PESC,1092
2794,PESR,3714
2795,OPTI,7736
2796,CAMP,540
2798,CAMP,4540
2799,CAMP,4845
2799,CUCH,6188
2799,OPTI,282
2800,OPTI,3804
2801,CAMP,933
2803,INDU,11648
2803,PESC,1060
2804,OPTI,3499
2805,PESC,657
2805,PESR,1220
2806,CAMP,399
2807,OPTI,6066
2808,CAMP,7037
2808,PESP,11675
2808,TIRO,2484
2809,CAMP,2410
2809,INDP,4203
2810,CAMP,390
2810,OPTI,9656
2812,OPTI,8631
2814,PESC,25005
2814,PESP,612
2814,PESR,15903
2815,PESP,16572
2815,PESR,6450
2815,TIRO,1740
2816,OPTI,2966
2816,PESP,996
2817,CAMP,22098
2817,INDP,4376
2818,CAMP,8525
2818,PESP,1898
2819,CAMP,1260
2819,INDU,792
2819,PESR,2046
2820,CAMP,678
2820,PESC,1208
2820,PESP,492
2821,OPTI,6116
2844,CAMP,9831
2845,OPTI,348
2846,CAMP,18225
2847,CAMP,5631
2847,OPTI,288
2847,PESC,1778
2847,PESP,6508
2848,CAMP,790
2849,CAMP,1721
2849,OPTI,1347
2850,CAMP,18000
2851,CAMP,7954
2851,PESC,1392
2851,PESP,2012
2851,PESR,882
2852,OPTI,4593
2853,OPTI,402
2854,CAMP,4540
2854,INDU,792
2855,CAMP,952
2855,PESP,696
2856,CAMP,29542
2856,PESC,1386
2856,PESP,2748
2856,PESR,428
2857,PESC,21780
2857,PESR,19620
2858,CAMP,58804
2859,CAMP,302
2859,PESC,1052
2859,PESP,2347
2859,PESR,1506
2860,OPTI,14880
2861,OPTI,7960
2862,CAMP,2710
2863,PESP,6816
2864,OPTI,2734
2865,OPTI,1318
2866,CAMP,5576
2866,PESP,25848
2866,PESR,5284
2867,INDP,954
2867,PESC,1060
2868,CAMP,24233
2868,INDU,1854
2868,OPTI,748
2868,PESC,2353
2868,PESP,497
2868,TIRO,562
2869,CAMP,16896
2869,CUCH,996
2869,PESC,28812
2869,PESP,8682
2869,PESR,10746
2870,OPTI,1411
2871,CAMP,598
2872,CAMP,3110
2872,PESP,17525
2873,CAMP,1080
2873,PESP,213
2887,OPTI,987
2888,CAMP,10812
2888,INDP,5915
2888,PESP,9843
2889,CAMP,1816
2889,INDP,11336
2889,OPTI,2692
2889,PESP,660
2890,TIRO,1155
2891,CAMP,10648
2892,CAMP,125110
2893,CAMP,2152
2893,PESP,6508
2929,PESC,1230
2929,PESP,1040
2930,CAMP,14940
2931,CAMP,9682
2931,OPTI,823
2932,CAMP,1748
2933,PESP,134674
2934,CAMP,4272
2934,PESP,0
2935,INDP,287
2935,PESC,2664
2935,PESP,5956
2935,PESR,1474
2936,TIRO,10440
2937,CAMP,3450
2937,INDP,4608
2937,PESP,442
2937,PESR,2060
2938,PESR,48445
2943,PESC,14350
2943,PESP,4004
2943,PESR,11840
2944,CAMP,5735
2944,CUCH,284
2944,INST,78
2944,OPTI,1008
2945,PESP,13632
2946,INDP,17821
2946,PESP,4768
2947,OPTI,2817
2948,CAMP,5072
2948,INDU,621
2948,PESP,9108
2948,PESR,2200
2949,INDU,2376
2949,PESP,966
2950,CAMP,200
2951,CAMP,1496
2952,CAMP,45415
2952,INDU,2324
2952,INST,52
2952,PESC,918
2952,PESP,16405
2953,INDP,4376
2954,CAMP,629
2954,CUCH,166
2954,PESC,2787
2954,PESP,5716
2954,PESR,12688
2955,OPTI,4593
2956,CAMP,8632
2957,CAMP,30449
2957,INDU,3507
2958,CAMP,12370
2958,PESC,3593
2958,PESP,6288
2958,PESR,6351
2959,CAMP,1188
2959,CUCH,1356
2959,INDU,1452
2959,PESC,594
2960,PESP,40288
2961,CAMP,10641
2961,TIRO,13810
2962,CAMP,25392
2963,CAMP,1721
2963,OPTI,1347
2964,INST,2088
2970,CAMP,5228
2970,PESP,17348
2971,CAMP,2392
2971,PESC,5165
2971,PESP,1931
2971,PESR,8821
2972,CAMP,2346
2972,PESC,2111
2972,PESR,3404
2973,CAMP,13256
2974,CAMP,34282
2974,OPTI,472
2975,CAMP,11822
2975,INDU,5748
2975,TIRO,4215
2976,CAMP,672
2977,CAMP,45646
2978,CAMP,3478
2979,CAMP,1374
2979,OPTI,987
2979,PESC,1382
2979,PESP,3942
2980,OPTI,16740
2981,PESP,13485
2981,PESR,17608
2982,PESP,4174
2982,PESR,10489
2983,OPTI,2721
2985,CAMP,60450
2985,INDP,1514
2985,OPTI,18241
2985,PESC,866
2985,PESP,3918
2985,TIRO,1236
2986,OPTI,1330
2987,CAMP,33890
2987,PESP,3176
2988,OPTI,2283
2989,CAMP,38952
2989,PESP,6479
2989,TIRO,2396
2990,PESC,5592
2991,CAMP,3405
2991,INDU,226
2991,PESP,242
2992,CAMP,17708
2992,INDP,14272
2992,INDU,2376
2992,INST,624
2992,PESP,10476
2992,TIRO,4228
2993,CAMP,810
2994,INDU,4476
2995,CAMP,14049
2995,INST,408
2996,CAMP,878
2996,OPTI,2777
2997,CAMP,4902
2997,INDP,2188
2997,PESC,8540
2997,PESP,5961
2997,PESR,13390
2999,CAMP,9250
2999,PESC,1574
2999,PESR,1635
3000,CAMP,390
3001,CAMP,3582
3002,CAMP,28000
3003,CAMP,9866
3004,CAMP,37955
3004,INDU,2072
3004,TIRO,1920
3008,CAMP,3277
3009,CAMP,406
3010,OPTI,3901
3011,CAMP,35395
3012,CAMP,519
3013,PESP,2700
3014,OPTI,402
3015,PESP,687
3016,CAMP,251
3017,PESC,8855
3018,CAMP,7438
3018,INDU,441
3019,CAMP,15310
3020,CAMP,7792
3020,INDU,1036
3020,PESP,974
3020,PESR,2888
3021,CAMP,19959
3022,CAMP,10372
3023,CAMP,2064
3023,OPTI,1867
3023,PESR,907
3025,CAMP,3014
3026,CAMP,21382
3026,INDU,436
3026,PESR,5812
3027,INDU,5952
3030,PESP,2762
3031,CAMP,128524
3031,INDP,6950
3031,INST,17750
3031,PESP,3900
3031,PESR,31000
3031,TIRO,3225
3032,CAMP,14052
3032,INDP,5545
3032,INDU,4604
3032,TIRO,3508
3033,CAMP,100152
3034,CAMP,95
3034,OPTI,1264
3034,TIRO,1198
3035,CAMP,230640
3036,PESP,8448
3037,CAMP,768
3038,CAMP,52936
3039,OPTI,6998
3040,CAMP,4023
3041,CAMP,3727
3042,OPTI,1647
3043,INDP,882
3044,CAMP,39788
3045,CAMP,8154
3045,PESP,12490
3046,PESC,1288
3046,PESR,459
3047,CAMP,5258
3048,INDP,3305
3048,INDU,1318
3048,PESC,3670
3048,PESP,3660
3049,OPTI,12100
3050,PESC,1412
3050,PESR,2697
3051,CAMP,906
3051,OPTI,3300
3052,CAMP,12255
3053,PESC,2176
3053,PESP,9670
3053,PESR,1412
3054,INST,934
3054,PESC,1846
3054,PESP,5134
3054,PESR,3474
3055,CAMP,1536
3056,CAMP,1362
3056,CUCH,1404
3056,TIRO,2556
3057,PESP,12354
3060,PESC,1188
3060,PESR,4067
3061,CAMP,19522
3061,TIRO,1332
3062,CAMP,13252
3062,INDP,1148
3062,INDU,1548
3062,OPTI,7669
3062,PESC,7408
3062,PESP,15810
3062,PESR,9182
3062,TIRO,522
3063,OPTI,6741
3064,CAMP,4820
3065,OPTI,8388
3066,PESP,2667
3066,PESR,6604
3067,CAMP,1328
3067,PESC,3874
3067,PESP,6930
3067,PESR,1702
3068,CAMP,665
3069,CAMP,9831
3070,PESP,4712
3071,CAMP,4280
3072,CAMP,14090
3072,PESC,1982
3072,PESP,570
3072,PESR,1412
3072,TIRO,666
3073,CAMP,10718
3073,OPTI,3969
3074,OPTI,5995
3075,CAMP,7884
3075,INDP,1098
3075,PESP,11107
3076,CAMP,79680
3077,PESP,415
3078,CAMP,21114
3078,INDP,8922
3078,INDU,26868
3079,CAMP,2410
3079,OPTI,16199
3080,CAMP,2232
3080,PESP,13527
3081,CAMP,27841
3082,CAMP,6020
3083,CAMP,4068
3083,PESP,8827
3083,TIRO,387
3084,INST,710
3084,OPTI,2894
3085,CAMP,14656
3085,PESP,9086
3085,TIRO,4146
3086,OPTI,21642
3087,TIRO,4140
3088,CAMP,142
3088,OPTI,3285
3089,CAMP,8348
3090,PESP,2440
3091,PESP,17735
3091,PESR,1359
3092,PESP,21624
3094,CAMP,8832
3094,INDP,8406
3095,PESP,15958
3095,PESR,3380
3096,PESP,1500
3098,CAMP,8076
3099,CAMP,5664
3100,CAMP,10808
3100,INDP,10940
3100,PESC,466
3100,TIRO,174
3101,OPTI,2010
3102,INDP,8752
3103,CAMP,4902
3104,CAMP,4465
3104,PESC,6744
3104,PESR,4874
3105,CAMP,900
3105,INDU,1504
3105,PESC,1727
3105,PESP,21224
3105,PESR,31067
3106,CAMP,34398
3106,INDU,832
3107,CAMP,2451
3108,PESP,28630
3109,PESP,16621
3110,CAMP,5294
3110,PESP,792
3111,OPTI,10752
3113,CAMP,15516
3113,PESP,4140
3114,CAMP,15250
3114,OPTI,19065
3116,CAMP,1215
3116,INDU,792
3116,TIRO,645
3117,CAMP,7414
3118,CAMP,2588
3118,INDP,1908
3118,PESP,1208
3119,CAMP,6204
3119,PESC,1510
3119,PESP,5145
3119,PESR,2054
3120,CAMP,987
3120,PESC,2796
3120,PESP,7513
3121,CAMP,55796
3122,OPTI,13083
3123,CAMP,6487
3124,CAMP,17232
3124,TIRO,2088
3125,CAMP,5228
3126,INDP,2616
3127,PESC,4532
3127,PESP,708
3128,OPTI,13140
3129,CAMP,21359
3130,CAMP,9000
3131,CAMP,8978
3131,CUCH,1558
3131,INDP,1568
3131,INDU,1200
3131,INST,1723
3131,TIRO,2870
3132,OPTI,1318
3133,INDP,1098
3133,INDU,17800
3133,OPTI,954
3133,PESC,8489
3133,PESP,10935
3133,PESR,12063
3135,CAMP,49679
3135,CUCH,891
3135,OPTI,8028
3135,PESC,9255
3135,PESP,25323
