cliente,CAMPNG,PESCA.1,OPTICA.1,PESCA.CA.AS,PESCA.REELS.1,INDU,INDU.Y.PESCA,TIRO.Y.DEF,CUCHILL,INSTRU
71390,"","PESP_medio","OPTI_medio","PESC_mucho","","INDU_medio","","TIRO_medio","",""
71398,"","PESP_medio","","PESC_poco","PESR_medio","","","","",""
71401,"CAMP_poco","PESP_mucho","","PESC_mucho","PESR_mucho","","","TIRO_poco","",""
71409,"CAMP_medio","PESP_poco","OPTI_mucho","","","","","","","INST_poco"
71412,"CAMP_medio","","","","","","","","",""
71417,"CAMP_mucho","PESP_poco","OPTI_poco","PESC_medio","PESR_medio","","","","",""
71420,"CAMP_poco","PESP_poco","","PESC_poco","PESR_poco","INDU_poco","","","","INST_poco"
71425,"CAMP_mucho","PESP_mucho","OPTI_medio","","","","","TIRO_poco","",""
71428,"CAMP_poco","","OPTI_mucho","","","","","","",""
71430,"CAMP_medio","","OPTI_poco","","","","","","",""
71431,"","","OPTI_medio","","","","","","",""
71434,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_mucho","INDP_mucho","TIRO_medio","",""
71436,"CAMP_mucho","","","PESC_mucho","PESR_medio","","INDP_mucho","TIRO_medio","",""
71442,"","","OPTI_medio","","","","","","",""
71444,"CAMP_poco","","","","","","INDP_medio","","",""
71450,"","","OPTI_medio","","","","","","",""
71454,"CAMP_poco","","","","","","","","",""
71468,"CAMP_mucho","","","PESC_poco","PESR_poco","","INDP_medio","","",""
71473,"CAMP_medio","PESP_medio","OPTI_poco","","","INDU_poco","","TIRO_poco","CUCH_poco","INST_poco"
71476,"CAMP_mucho","","","","","","","","",""
71483,"CAMP_mucho","PESP_poco","","","","","","TIRO_poco","CUCH_poco",""
71486,"CAMP_poco","","OPTI_poco","","","","","","","INST_poco"
71490,"CAMP_mucho","PESP_poco","","","","INDU_poco","","","CUCH_poco",""
71491,"CAMP_mucho","","","","","","","TIRO_poco","",""
71497,"","","OPTI_medio","","","","","","",""
71503,"","","","","","INDU_medio","","","",""
71504,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_poco","INDU_medio","INDP_poco","TIRO_medio","",""
71510,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_medio","INDU_poco","INDP_mucho","","",""
71520,"","PESP_poco","","","","","INDP_medio","","",""
71527,"CAMP_medio","","OPTI_mucho","","","","","","",""
71534,"","PESP_medio","","PESC_medio","PESR_medio","INDU_poco","INDP_poco","","CUCH_poco",""
71538,"CAMP_mucho","PESP_medio","OPTI_mucho","PESC_mucho","PESR_medio","INDU_poco","","TIRO_medio","",""
71543,"CAMP_poco","PESP_medio","","PESC_poco","PESR_poco","","","","",""
71545,"","","OPTI_medio","","","","","","",""
71553,"CAMP_mucho","PESP_poco","","","","","","TIRO_poco","",""
71558,"","PESP_mucho","","","","","","","",""
71560,"CAMP_mucho","","OPTI_poco","","","","","","CUCH_poco",""
71566,"","PESP_medio","","","","INDU_poco","","","",""
71567,"CAMP_mucho","","OPTI_poco","","","INDU_mucho","","","",""
71570,"CAMP_mucho","","","","","INDU_medio","","TIRO_poco","CUCH_poco",""
71579,"","PESP_poco","","PESC_poco","PESR_poco","","","","",""
71580,"CAMP_medio","","OPTI_medio","","","","","","",""
71581,"CAMP_poco","PESP_medio","","PESC_medio","PESR_poco","INDU_poco","INDP_poco","","",""
71585,"CAMP_mucho","","OPTI_mucho","","","INDU_mucho","","TIRO_mucho","CUCH_poco","INST_medio"
71594,"","PESP_mucho","","PESC_mucho","PESR_mucho","","","","",""
71596,"CAMP_medio","PESP_medio","OPTI_medio","PESC_medio","","INDU_medio","INDP_mucho","","CUCH_poco",""
71597,"CAMP_poco","","OPTI_medio","","","","","","",""
71598,"CAMP_mucho","PESP_medio","OPTI_poco","","PESR_poco","INDU_poco","INDP_mucho","","CUCH_poco",""
71599,"CAMP_mucho","PESP_medio","","PESC_poco","","INDU_medio","INDP_poco","TIRO_medio","CUCH_poco",""
71613,"CAMP_medio","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","","",""
71615,"CAMP_mucho","","","","","INDU_medio","","TIRO_medio","",""
71618,"CAMP_poco","PESP_medio","","PESC_medio","PESR_poco","","INDP_poco","","",""
71631,"CAMP_mucho","PESP_mucho","OPTI_poco","PESC_medio","PESR_medio","INDU_poco","INDP_poco","TIRO_poco","CUCH_poco",""
71633,"CAMP_poco","PESP_medio","OPTI_poco","PESC_poco","","","INDP_poco","TIRO_mucho","",""
71641,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_mucho","INDU_medio","INDP_poco","TIRO_mucho","CUCH_poco",""
71649,"CAMP_mucho","","","","","INDU_medio","INDP_medio","TIRO_mucho","",""
71651,"","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71654,"","PESP_poco","","PESC_poco","PESR_poco","","","","",""
71657,"CAMP_medio","","","","","INDU_mucho","","","",""
71662,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","","INDP_poco","TIRO_mucho","CUCH_poco",""
71666,"CAMP_mucho","","","","","","","","",""
71668,"CAMP_mucho","","","","","","","","",""
71673,"","PESP_mucho","","PESC_medio","PESR_medio","","","","CUCH_poco",""
71674,"CAMP_mucho","PESP_medio","","","","","","","",""
71675,"CAMP_poco","","","","","","","","",""
71676,"CAMP_medio","","OPTI_medio","","","","INDP_medio","","",""
71685,"","","","","","","INDP_medio","","",""
71687,"CAMP_mucho","","","","","","","","",""
71689,"CAMP_medio","PESP_poco","OPTI_poco","PESC_poco","PESR_poco","","INDP_poco","TIRO_poco","CUCH_poco",""
71690,"CAMP_mucho","PESP_poco","OPTI_poco","PESC_medio","PESR_medio","INDU_medio","","TIRO_poco","CUCH_medio","INST_poco"
71696,"","","OPTI_poco","","","","","","",""
71697,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_poco","INDP_mucho","TIRO_mucho","CUCH_medio",""
71699,"","PESP_mucho","","PESC_mucho","PESR_mucho","","","","",""
71702,"CAMP_medio","PESP_medio","","","","INDU_poco","","","",""
71704,"","","","","","","INDP_medio","","",""
71707,"CAMP_poco","PESP_medio","","PESC_medio","PESR_poco","","","","",""
71708,"CAMP_poco","PESP_mucho","","PESC_medio","PESR_medio","","INDP_mucho","","",""
71710,"CAMP_mucho","","OPTI_poco","PESC_poco","PESR_poco","INDU_medio","","","",""
71712,"","","OPTI_poco","","PESR_poco","","","","",""
71714,"","","","PESC_mucho","PESR_medio","","","","",""
71715,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_medio","","INDP_medio","TIRO_poco","CUCH_medio",""
71719,"","PESP_poco","","PESC_medio","PESR_medio","","","","",""
71721,"","","OPTI_poco","","","","","","",""
71727,"CAMP_mucho","PESP_mucho","","PESC_mucho","PESR_medio","INDU_medio","","","",""
71728,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_medio","CUCH_poco",""
71730,"","PESP_medio","","PESC_poco","PESR_poco","","","","",""
71732,"CAMP_mucho","","OPTI_medio","PESC_poco","","INDU_mucho","INDP_poco","TIRO_poco","",""
71733,"CAMP_mucho","PESP_poco","","PESC_poco","PESR_poco","","INDP_medio","","",""
71734,"CAMP_medio","PESP_poco","OPTI_poco","PESC_mucho","PESR_mucho","INDU_medio","","TIRO_poco","",""
71742,"","","OPTI_medio","","","","","","",""
71747,"CAMP_medio","PESP_poco","OPTI_medio","PESC_medio","PESR_medio","","INDP_poco","TIRO_medio","",""
71748,"","","OPTI_mucho","","","","","","",""
71752,"CAMP_mucho","PESP_mucho","OPTI_mucho","PESC_mucho","PESR_mucho","INDU_poco","INDP_mucho","TIRO_mucho","CUCH_poco",""
71754,"","","OPTI_mucho","PESC_poco","PESR_poco","INDU_poco","","","",""
71763,"","PESP_mucho","","PESC_mucho","PESR_poco","","INDP_medio","","",""
71764,"CAMP_poco","PESP_medio","","PESC_medio","PESR_poco","","","","",""
71768,"","","OPTI_poco","","","","","","",""
71769,"CAMP_mucho","","","","","INDU_medio","","","",""
71771,"","","OPTI_mucho","","","","","","",""
71772,"CAMP_medio","PESP_poco","","PESC_mucho","PESR_mucho","","INDP_medio","TIRO_medio","",""
71773,"","PESP_medio","","PESC_medio","PESR_medio","","","","",""
71775,"CAMP_mucho","PESP_poco","OPTI_medio","PESC_poco","","","","TIRO_medio","",""
71776,"CAMP_poco","PESP_poco","","","PESR_medio","","","","CUCH_poco",""
71777,"CAMP_mucho","","","","","","","","",""
71780,"","PESP_medio","","","PESR_medio","","INDP_mucho","","",""
71783,"CAMP_medio","","","","","","","","",""
71784,"CAMP_poco","PESP_medio","","","","","INDP_poco","","",""
71786,"","PESP_medio","","","","","","","",""
71787,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_mucho","PESR_mucho","INDU_medio","INDP_mucho","TIRO_mucho","CUCH_medio",""
71788,"CAMP_mucho","PESP_mucho","","PESC_medio","PESR_mucho","","INDP_mucho","TIRO_poco","CUCH_poco",""
71789,"CAMP_medio","PESP_medio","","PESC_medio","PESR_medio","","","","",""
71790,"CAMP_mucho","","","","","","","","",""
71791,"CAMP_poco","PESP_medio","","PESC_mucho","PESR_mucho","","","","",""
71792,"CAMP_medio","","OPTI_mucho","","","","","","",""
71794,"CAMP_poco","PESP_poco","OPTI_poco","PESC_mucho","PESR_medio","INDU_medio","INDP_poco","","",""
71796,"CAMP_mucho","","","","","","","","",""
71797,"CAMP_mucho","PESP_mucho","OPTI_medio","PESC_medio","PESR_medio","INDU_poco","INDP_poco","TIRO_poco","","INST_poco"
71798,"","PESP_medio","","PESC_medio","PESR_medio","","","","",""
71800,"CAMP_poco","PESP_medio","","PESC_medio","PESR_medio","INDU_poco","","","",""
71801,"CAMP_poco","PESP_poco","","PESC_medio","PESR_poco","","","","",""
71803,"CAMP_medio","","OPTI_medio","","","","","","",""
71804,"CAMP_poco","PESP_medio","","","","INDU_poco","","TIRO_poco","",""
71805,"","","OPTI_mucho","","","","","","",""
